"Genomic_Loci","Gene_Name","Gene_Orientation","Gene_Width_(kb)","Obs_TDN_Products","Obs_Patients","Num_Sites_TDN","Num_Sites_Patients","Peak_Abund_TDN","Peak_Abund_Patients","Peak_RelAbund_TDN","Peak_RelAbund_Patients","Longitudinal_Count","Last_Timepoint","Abund_Gini","On_Onco_List","Within_Cluster","Cluster_target.min","Freq_TDN_Sites","Freq_Patient_Sites","Freq_Difference","Percent_Freq_Change","Enrichment","Depletion","Abundance","Longitudinal","Criteria"
"chr19+49766922:49807112","'AP2A1","+",50.191,92,36,270,78,4,3,0.556,11.111,2,120,0.136,FALSE,FALSE,0,1.39432635211463e-05,8.98661013650467e-06,-4.95665338464165e-06,-35.5,FALSE,TRUE,FALSE,TRUE,"DL"
"chr19-2100987:2151557","'AP3D1","-",60.571,93,36,236,89,6,6,0.313,5.66,2,548,0.17,FALSE,FALSE,0,1.00988931933572e-05,8.49674158471288e-06,-1.60215160864427e-06,-15.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr6-100508194:100881372","'ASCC3","-",383.179,79,36,167,85,3,4,0.383,0.935,2,180,0.126,FALSE,FALSE,0,1.12964319719935e-06,1.28275694059404e-06,1.53113743394689e-07,13.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr5+111223652:111494884","'CAMK4","+",281.233,66,36,130,60,2,9,0.177,1.111,3,270,0.208,FALSE,FALSE,0,1.19812903417874e-06,1.23370725276333e-06,3.55782185845888e-08,3,FALSE,FALSE,FALSE,TRUE,"L"
"chr15+92900320:93028007","'CHD2","+",137.688,64,36,131,72,3,7,0.173,0.597,2,180,0.232,TRUE,TRUE,3.60940163760139,2.46604912609913e-06,3.02387303308689e-06,5.57823906987754e-07,22.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr4-77713386:77819390","'CNOT6L","-",116.005,59,36,124,73,3,7,0.138,1.176,2,180,0.215,FALSE,FALSE,0,2.77058511476491e-06,3.63892662709889e-06,8.68341512333978e-07,31.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr19+1407568:1435687","'DAZAP1","+",38.12,76,36,157,71,6,9,0.307,5.051,3,1460,0.219,FALSE,FALSE,0,1.06751326497423e-05,1.07704191233664e-05,9.52864736241397e-08,0.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr4-152321257:152535241","'FBXW7","-",223.985,61,36,101,47,2,11,0.488,2.778,2,2555,0.267,TRUE,FALSE,0,1.16876973868745e-06,1.21340580956837e-06,4.46360708809195e-08,3.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr17-6578324:6640927","'KIAA0753","-",72.604,71,36,176,67,4,5,0.383,0.699,2,1825,0.204,FALSE,FALSE,0,6.28316752941959e-06,5.336314310437e-06,-9.46853218982587e-07,-15.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr2+148021010:148513475","'MBD5","+",502.466,53,36,105,68,2,5,0.177,8.333,1,204,0.131,FALSE,FALSE,0,5.41638016384192e-07,7.82581144578753e-07,2.40943128194562e-07,44.5,TRUE,FALSE,FALSE,FALSE,"E"
"chr17-5384832:5419739","'NUP88","-",44.908,64,36,135,73,4,4,0.173,1.562,3,120,0.166,FALSE,FALSE,0,7.79177807283619e-06,9.39996622821339e-06,1.6081881553772e-06,20.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr19+50384322:50418018","'POLD1","+",43.697,75,36,216,76,4,18,0.235,10,2,960,0.285,FALSE,FALSE,0,1.28123457333887e-05,1.00574786133471e-05,-2.7548671200416e-06,-21.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr1+150364110:150476565","'RPRD2","+",122.456,78,36,169,62,3,8,0.173,2.797,3,270,0.293,FALSE,TRUE,8.85364540141144,3.57711708262516e-06,2.92778220920387e-06,-6.49334873421291e-07,-18.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr21-34787800:35049298","'RUNX1","-",271.499,62,36,135,72,5,5,0.553,1.481,2,365,0.133,TRUE,FALSE,0,1.28881936837678e-06,1.53352693814588e-06,2.44707569769095e-07,19,FALSE,FALSE,FALSE,TRUE,"L"
"chr19-1107633:1174283","'SBNO2","-",76.651,71,36,197,74,2,16,0.139,5.051,3,180,0.269,FALSE,FALSE,0,6.66154430880327e-06,5.58265823764265e-06,-1.07888607116062e-06,-16.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr5-81412806:81751253","'SSBP2","-",348.448,69,36,146,56,2,3,0.488,1.274,2,120,0.165,FALSE,FALSE,0,1.08602894306052e-06,9.29345494962318e-07,-1.56683448098199e-07,-14.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr19+34428362:34469893","'UBA2","+",51.532,51,36,81,54,4,2,0.613,0.429,2,28,0.11,FALSE,FALSE,0,4.07412679144913e-06,6.05959932924688e-06,1.98547253779775e-06,48.7,TRUE,FALSE,FALSE,FALSE,"E"
"chr11+11841422:11959325","'USP47","+",127.904,63,36,127,73,2,6,0.556,0.893,2,150,0.183,FALSE,FALSE,0,2.5736300229371e-06,3.30039469740279e-06,7.26764674465695e-07,28.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr16+89093808:89155846","'ACSF3","+",72.039,67,35,141,65,3,4,0.118,0.575,2,548,0.231,FALSE,FALSE,0,5.07315296056044e-06,5.21762458947359e-06,1.44471628913159e-07,2.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr1+35931081:36056462","'AGO3","+",135.382,65,35,153,75,7,5,0.238,4.348,2,1642,0.136,FALSE,FALSE,0,2.92925395538243e-06,3.20352033335662e-06,2.74266377974191e-07,9.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr10-101845598:102056175","'ARMH3","-",220.578,76,35,175,60,3,4,0.145,3.101,2,150,0.121,FALSE,FALSE,0,2.05637527722997e-06,1.57295465466361e-06,-4.83420622566361e-07,-23.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr11-74012713:74171019","'C2CD3","-",168.307,79,35,202,78,4,4,0.738,1.786,3,2008,0.194,FALSE,FALSE,0,3.11082593023355e-06,2.67990606071825e-06,-4.309198695153e-07,-13.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr4-113451031:113761927","'CAMK2D","-",320.897,68,35,172,74,5,9,0.261,12,3,180,0.27,TRUE,FALSE,0,1.38927848401633e-06,1.33350058297069e-06,-5.57779010456393e-08,-4,FALSE,FALSE,FALSE,TRUE,"L"
"chr6+20534456:21232403","'CDKAL1","+",707.948,73,35,152,66,5,6,0.375,1.987,2,540,0.219,FALSE,FALSE,0,5.56504587317765e-07,5.39100486191116e-07,-1.7404101126649e-08,-3.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr19+41549517:41586844","'CEACAM21","+",47.328,71,35,183,67,2,3,0.114,2.632,2,365,0.063,FALSE,FALSE,0,1.00221167415064e-05,8.18622726916345e-06,-1.83588947234291e-06,-18.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr10-63167220:63522075","'JMJD1C","-",364.856,61,35,125,68,3,8,0.107,2.41,2,1095,0.291,FALSE,FALSE,0,8.88004241792519e-07,1.07774140316154e-06,1.89737161369023e-07,21.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr17-46029915:46225374","'KANSL1","-",205.46,70,35,207,88,4,3,0.13,2.857,3,2555,0.115,FALSE,FALSE,0,2.6113770411056e-06,2.47675207500586e-06,-1.34624966099734e-07,-5.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr9-20341664:20622543","'MLLT3","-",290.88,83,35,207,76,3,3,0.556,0.847,2,120,0.123,TRUE,FALSE,0,1.84451845044539e-06,1.51086923462399e-06,-3.33649215821402e-07,-18.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr6-34287195:34392680","'NUDT3","-",115.486,70,35,143,54,3,7,0.174,1.628,2,442,0.228,FALSE,FALSE,0,3.20946924247189e-06,2.70390586421515e-06,-5.05563378256742e-07,-15.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr11-45929318:46121434","'PHF21A","-",202.117,69,35,138,53,3,4,0.383,2.857,2,2555,0.187,FALSE,FALSE,0,1.76971268082532e-06,1.51635250591395e-06,-2.53360174911363e-07,-14.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr9+136410572:136423761","'PMPCA","+",23.19,74,35,204,75,5,3,0.738,1.724,2,365,0.116,FALSE,FALSE,0,2.28011073156582e-05,1.87019831725091e-05,-4.09912414314904e-06,-18,FALSE,FALSE,FALSE,TRUE,"L"
"chr11+66616581:66646473","'RBM14-RBM4","+",39.893,79,35,180,68,4,6,0.797,0.556,3,270,0.168,FALSE,FALSE,0,1.16950565995681e-05,9.85687758233043e-06,-1.83817901723767e-06,-15.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr11-9778666:10294207","'SBF2","-",525.542,60,35,115,55,4,5,0.174,1.19,4,1642,0.081,FALSE,FALSE,0,5.67174805423687e-07,6.05176990291338e-07,3.80021848676506e-08,6.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr7+35800985:35907105","'SEPT7","+",116.121,55,35,103,58,3,10,0.173,2.21,3,360,0.234,FALSE,FALSE,0,2.29907414447175e-06,2.88831378839753e-06,5.8923964392578e-07,25.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr19+10602444:10644559","'SLC44A2","+",52.116,76,35,202,73,2,12,0.216,4.068,2,730,0.295,FALSE,FALSE,0,1.0046315523828e-05,8.09988647203559e-06,-1.94642905179236e-06,-19.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr12-120762509:120904352","'SPPL3","-",151.844,76,35,208,64,2,9,0.307,5.263,3,365,0.245,TRUE,FALSE,0,3.55052209024198e-06,2.4373027884154e-06,-1.11321930182658e-06,-31.4,FALSE,TRUE,FALSE,TRUE,"DL"
"chr2-61187454:61470714","'USP34","-",293.261,75,35,157,60,4,4,0.256,0.562,2,180,0.18,FALSE,FALSE,0,1.3876241866739e-06,1.18310717011941e-06,-2.04517016554488e-07,-14.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr16+649362:667829","'WDR90","+",28.468,91,35,240,62,4,3,0.15,4.762,2,180,0.105,FALSE,FALSE,0,2.18514773512515e-05,1.25939475274086e-05,-9.25752982384284e-06,-42.4,FALSE,TRUE,FALSE,TRUE,"DL"
"chr16-1997651:2009821","'ZNF598","-",22.171,80,35,204,64,3,8,0.238,33.333,2,630,0.213,FALSE,FALSE,0,2.38490676401657e-05,1.66925174599318e-05,-7.15655018023383e-06,-30,FALSE,TRUE,FALSE,TRUE,"DL"
"chr17+35587262:35726417","'AP2B1","+",149.156,65,34,157,74,2,13,0.119,2.857,4,630,0.265,FALSE,FALSE,0,2.72825804264109e-06,2.86891802256394e-06,1.40659979922843e-07,5.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr4-36065997:36244357","'ARAP2","-",188.361,82,34,186,75,4,3,0.277,0.405,2,120,0.145,TRUE,FALSE,0,2.55946076606864e-06,2.30248825271944e-06,-2.56972513349203e-07,-10,FALSE,FALSE,FALSE,TRUE,"L"
"chr16+10944487:11182189","'CLEC16A","+",247.703,58,34,147,74,6,9,0.3,7.258,2,3000,0.281,FALSE,FALSE,0,1.53819922470337e-06,1.72753796511769e-06,1.89338740414318e-07,12.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr3-81489698:81761799","'GBE1","-",282.102,56,34,110,50,3,9,0.186,1.19,2,540,0.287,FALSE,FALSE,0,1.01067852963197e-06,1.02492240341079e-06,1.42438737788237e-08,1.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr15-63608617:63833948","'HERC1","-",235.332,68,34,167,64,2,4,0.369,4.225,2,548,0.16,FALSE,FALSE,0,1.83933995657051e-06,1.57262847638293e-06,-2.66711480187576e-07,-14.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr20+34363234:34511773","'ITCH","+",158.54,72,34,167,75,5,6,0.199,0.472,3,270,0.183,FALSE,FALSE,0,2.7302608216201e-06,2.73558086142605e-06,5.32003980595029e-09,0.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr22-21759657:21867680","'MAPK1","-",118.024,72,34,174,67,3,4,0.216,3.226,2,360,0.13,TRUE,FALSE,0,3.82124988557992e-06,3.28270321455778e-06,-5.38546671022136e-07,-14.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr19-2071035:2096270","'MOB3A","-",35.236,73,34,180,73,2,2,0.173,1.099,2,365,0.102,FALSE,FALSE,0,1.32407450597846e-05,1.19801817282497e-05,-1.26056333153488e-06,-9.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr12-112026688:112108831","'NAA25","-",92.144,66,34,149,54,3,5,0.488,2.717,2,1095,0.186,FALSE,FALSE,0,4.19127085178627e-06,3.38886170162735e-06,-8.02409150158923e-07,-19.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr2-15166907:15561348","'NBAS","-",404.442,63,34,115,62,3,4,0.174,6.78,4,150,0.231,FALSE,FALSE,0,7.37001057239296e-07,8.86467029166775e-07,1.49465971927479e-07,20.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-31906420:31938387","'PTP4A2","-",41.968,53,34,118,53,3,13,1.111,2.632,2,360,0.312,FALSE,FALSE,0,7.28769609720306e-06,7.30272158401188e-06,1.50254868088142e-08,0.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr14-35538351:35809323","'RALGAPA1","-",280.973,71,34,136,63,3,4,0.139,0.763,3,360,0.181,FALSE,FALSE,0,1.25458716353555e-06,1.29659131449359e-06,4.20041509580404e-08,3.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr6-13621497:13711564","'RANBP9","-",100.068,69,34,125,76,3,6,0.173,1.399,3,90,0.185,FALSE,FALSE,0,3.23773509656885e-06,4.39182998528427e-06,1.15409488871542e-06,35.6,TRUE,FALSE,FALSE,FALSE,"E"
"chr6-24804280:25042288","'RIPOR2","-",248.009,71,34,164,50,3,10,0.19,4.545,2,360,0.261,FALSE,FALSE,0,1.71396885776003e-06,1.16581519157366e-06,-5.48153666186378e-07,-32,FALSE,TRUE,FALSE,TRUE,"DL"
"chr19+1205798:1228435","'STK11","+",32.638,82,34,216,64,5,6,0.255,2.041,2,180,0.198,TRUE,FALSE,0,1.71536574395454e-05,1.13392304860637e-05,-5.8144269534817e-06,-33.9,FALSE,TRUE,FALSE,TRUE,"DL"
"chr2-170990822:171231314","'TLK1","-",250.493,52,34,86,49,2,2,0.177,5.128,2,180,0.054,FALSE,FALSE,0,8.89875760371326e-07,1.13116936062106e-06,2.41293600249734e-07,27.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr19+29923643:30016612","'URI1","+",102.97,58,34,92,59,4,6,0.126,1.042,2,90,0.265,FALSE,FALSE,0,2.31581378336972e-06,3.31335863474264e-06,9.97544851372916e-07,43.1,TRUE,FALSE,FALSE,FALSE,"E"
"chr19+1065922:1087831","'ARHGAP45","+",31.91,82,33,188,67,3,9,0.307,2.452,2,360,0.256,FALSE,FALSE,0,1.52706514624804e-05,1.21415783201181e-05,-3.12907314236237e-06,-20.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr17-8224820:8248095","'CTC1","-",33.276,74,33,161,60,6,5,0.307,10,2,270,0.162,FALSE,FALSE,0,1.25406856061055e-05,1.04267096951674e-05,-2.1139759109381e-06,-16.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr12+131949919:132080466","'EP400","+",140.548,64,33,136,68,3,4,0.556,1.333,2,1825,0.118,TRUE,FALSE,0,2.50807638031189e-06,2.79776601155411e-06,2.89689631242227e-07,11.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr14+99971474:100144236","'EVL","+",182.763,65,33,128,57,3,5,0.138,2.128,2,1642,0.246,TRUE,FALSE,0,1.81529917904004e-06,1.80348994175829e-06,-1.18092372817505e-08,-0.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr17-80351830:80415168","'LOC100294362","-",73.339,61,33,114,56,4,75,0.173,2.5,3,2190,0.585,FALSE,FALSE,0,4.02899183499676e-06,4.41550306151747e-06,3.86511226520709e-07,9.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr11+65497737:65506512","'MALAT1","+",18.776,84,33,170,57,3,14,0.256,9.091,7,3285,0.371,TRUE,FALSE,0,2.34677992583667e-05,1.75549228922864e-05,-5.91287636608032e-06,-25.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr17+12020817:12143831","'MAP2K4","+",133.015,56,33,84,52,5,3,0.738,2.439,3,540,0.097,TRUE,FALSE,0,1.63683607136338e-06,2.26063200572019e-06,6.23795934356811e-07,38.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr1+1632779:1701808","'MMP23A","+",79.03,68,33,144,65,3,17,0.213,3.58,3,365,0.372,FALSE,FALSE,0,4.72277254639069e-06,4.75607310895974e-06,3.33005625690523e-08,0.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr12+6494131:6531966","'NCAPD2","+",47.836,74,33,226,65,4,4,0.123,1.869,2,730,0.167,TRUE,FALSE,0,1.22456009190434e-05,7.85752274021842e-06,-4.38807817882498e-06,-35.8,FALSE,TRUE,FALSE,TRUE,"DL"
"chr17-3806750:3846251","'NCBP3","-",49.502,66,33,149,75,3,7,0.353,4.396,2,365,0.247,FALSE,TRUE,4.97334633233017,7.80171430178567e-06,8.76124176337292e-06,9.59527461587258e-07,12.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr21+45643724:45942454","'PCBP3","+",308.731,69,33,194,73,3,4,0.174,2.273,2,450,0.1,FALSE,FALSE,0,1.6287259283928e-06,1.36731874472148e-06,-2.61407183671318e-07,-16,FALSE,FALSE,FALSE,TRUE,"L"
"chr15+68054178:68191466","'PIAS1","+",147.289,59,33,114,58,4,6,0.129,16.667,4,150,0.25,FALSE,FALSE,0,2.00613916984179e-06,2.27711428159951e-06,2.70975111757713e-07,13.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr16+23835978:24220611","'PRKCB","+",394.634,71,33,148,49,3,8,0.119,1.874,2,2190,0.187,FALSE,FALSE,0,9.72061484722164e-07,7.18007081625129e-07,-2.54054403097035e-07,-26.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr9-3218296:3526001","'RFX3","-",317.706,82,33,180,75,3,3,0.173,1.911,2,1460,0.14,FALSE,FALSE,0,1.46849884146529e-06,1.36509537046983e-06,-1.0340347099546e-07,-7,FALSE,FALSE,FALSE,TRUE,"L"
"chr6+75601508:75718285","'SENP6","+",126.778,73,33,122,70,3,11,0.21,5.851,2,540,0.208,FALSE,TRUE,0.752779171216858,2.49426420536693e-06,3.19287040169262e-06,6.98606196325693e-07,28,FALSE,FALSE,FALSE,TRUE,"L"
"chr11+3855702:4093210","'STIM1","+",247.509,70,33,133,58,5,6,0.257,1.767,2,150,0.244,FALSE,FALSE,0,1.39279489184083e-06,1.35507753424122e-06,-3.77173575996138e-08,-2.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr11-65499311:65507432","'TALAM1","-",18.122,79,33,151,55,3,14,0.256,9.091,7,3285,0.377,FALSE,FALSE,0,2.15971945799188e-05,1.75502662968596e-05,-4.04692828305922e-06,-18.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr11+75815166:76144238","'UVRAG","+",339.073,57,33,112,49,2,5,0.228,8.621,2,2372,0.177,FALSE,FALSE,0,8.56152903287883e-07,8.35660777030466e-07,-2.04921262574174e-08,-2.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr19+36054880:36105110","'WDR62","+",60.231,61,33,125,67,3,8,0.369,1.887,2,270,0.269,FALSE,FALSE,0,5.3791847328361e-06,6.43253082623513e-06,1.05334609339902e-06,19.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr8+86342764:86467949","'WWP1","+",135.186,57,33,87,57,2,4,0.173,20,3,90,0.234,TRUE,FALSE,0,1.66806916580002e-06,2.43820537796495e-06,7.70136212164925e-07,46.2,TRUE,FALSE,FALSE,FALSE,"E"
"chr10-72096031:72217134","'ASCC1","-",131.104,70,32,210,67,6,3,0.383,0.758,2,270,0.135,FALSE,FALSE,0,4.15173736179673e-06,2.95519407642e-06,-1.19654328537673e-06,-28.8,FALSE,TRUE,FALSE,TRUE,"DL"
"chr11+65506116:65506174","'MASCRNA","+",10.059,64,32,98,51,3,14,0.256,9.091,7,3285,0.389,FALSE,FALSE,0,2.52521166820227e-05,2.9318551848487e-05,4.06643516646435e-06,16.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr17+8435851:8468177","'NDEL1","+",42.327,59,32,100,45,4,4,0.174,2.5,3,270,0.185,FALSE,FALSE,0,6.12363126408111e-06,6.14783457042294e-06,2.42033063418325e-08,0.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr11+14643722:14872058","'PDE3B","+",238.337,62,32,160,70,3,35,0.139,2.222,3,90,0.421,FALSE,FALSE,0,1.74002318072149e-06,1.69837550940805e-06,-4.16476713134363e-08,-2.4,FALSE,FALSE,TRUE,FALSE,"A"
"chr17+67377280:67697263","'PITPNC1","+",329.984,50,32,101,53,3,4,0.353,3.226,2,2190,0.17,FALSE,FALSE,0,7.93332070403137e-07,9.28774181287003e-07,1.35442110883866e-07,17.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr12-57253763:57431005","'R3HDM2","-",187.243,83,32,265,79,5,4,0.433,0.511,2,270,0.156,FALSE,FALSE,0,3.66831653180155e-06,2.43976865654922e-06,-1.22854787525233e-06,-33.5,FALSE,TRUE,FALSE,TRUE,"DL"
"chr14+67819778:68683106","'RAD51B","+",873.329,49,32,88,48,2,3,0.277,2.439,3,548,0.148,TRUE,FALSE,0,2.61174823752549e-07,3.17826790880769e-07,5.66519671282204e-08,21.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr1+24502350:24537020","'RCAN3","+",44.671,59,32,109,48,3,5,0.118,1.667,2,270,0.199,FALSE,FALSE,0,6.32451669228559e-06,6.21359166916145e-06,-1.10925023124138e-07,-1.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr17+1829978:1899554","'RPA1","+",79.577,64,32,158,60,3,4,0.353,3.333,3,3650,0.183,FALSE,FALSE,0,5.14631119561334e-06,4.36004362838998e-06,-7.86267567223361e-07,-15.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr9+70258961:70354873","'SMC5","+",105.913,57,32,84,60,2,10,0.199,1.961,2,90,0.3,FALSE,TRUE,1.67776263258817,2.05568485485634e-06,3.27588862383644e-06,1.22020376898011e-06,59.4,TRUE,FALSE,FALSE,FALSE,"E"
"chr18+2655886:2805017","'SMCHD1","+",159.132,80,32,162,62,7,4,0.211,0.513,3,365,0.147,FALSE,FALSE,0,2.63866352232055e-06,2.25300064229865e-06,-3.85662880021895e-07,-14.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr16+89508387:89557768","'SPG7","+",59.382,72,32,147,64,4,10,0.369,4.762,3,270,0.195,FALSE,FALSE,0,6.41636459797075e-06,6.23235668391345e-06,-1.84007914057298e-07,-2.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-52423275:52553090","'ZCCHC11","-",139.816,66,32,179,64,3,9,0.119,5.521,2,730,0.263,FALSE,FALSE,0,3.31835371861176e-06,2.6469774890152e-06,-6.71376229596569e-07,-20.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr18+74630962:75065672","'ZNF407","+",444.711,65,32,111,69,3,3,0.177,8.333,2,90,0.172,FALSE,FALSE,0,6.46951354860538e-07,8.97218801848498e-07,2.5026744698796e-07,38.7,TRUE,FALSE,FALSE,FALSE,"E"
"chr2-25733752:25878516","'ASXL2","-",154.765,77,31,181,54,3,3,0.369,1.19,2,540,0.124,FALSE,FALSE,0,3.031323893204e-06,2.01766079303945e-06,-1.01366310016456e-06,-33.4,FALSE,TRUE,FALSE,TRUE,"DL"
"chr3+182793502:182921633","'ATP11B","+",138.132,60,31,124,54,4,10,0.2,17.857,3,120,0.295,FALSE,FALSE,0,2.32677240782949e-06,2.26061501053159e-06,-6.61573972979e-08,-2.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr9-91213814:91361969","'AUH","-",158.156,58,31,114,50,3,23,0.177,0.725,3,90,0.484,TRUE,FALSE,0,1.86829606329717e-06,1.82814853592017e-06,-4.01475273769995e-08,-2.1,FALSE,FALSE,TRUE,FALSE,"A"
"chr11+66744735:66843516","'C11orf80","+",108.782,76,31,180,68,3,10,0.556,2.381,3,180,0.232,FALSE,FALSE,0,4.28886114363194e-06,3.61475627761861e-06,-6.74104866013332e-07,-15.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr16+53055032:53327502","'CHD9","+",282.471,66,31,105,53,2,14,0.21,6.25,3,630,0.264,TRUE,FALSE,0,9.6347833066226e-07,1.08499852883238e-06,1.21520198170117e-07,12.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr7-107201743:107564514","'COG5","-",372.772,62,31,116,57,2,7,0.173,1.111,2,120,0.229,FALSE,FALSE,0,8.06568441291521e-07,8.84216712160703e-07,7.76482708691822e-08,9.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr7+74657664:74760692","'GTF2I","+",113.029,58,31,127,61,4,7,0.21,2.899,2,360,0.246,FALSE,FALSE,0,2.91232846839083e-06,3.1208083324928e-06,2.08479864101978e-07,7.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-1311584:1324687","'INTS11","-",23.104,72,31,182,61,3,6,0.556,6.667,3,360,0.202,FALSE,FALSE,0,2.04178839913809e-05,1.52675660064633e-05,-5.1503179849176e-06,-25.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr19+804939:805001","'MIR4745","+",10.063,46,31,86,51,3,47,0.383,4.412,3,365,0.524,FALSE,FALSE,0,2.21512122471126e-05,2.9306897847951e-05,7.15568560083834e-06,32.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr9+131125560:131234670","'NUP214","+",119.111,65,31,150,61,4,8,0.154,1.538,3,180,0.189,TRUE,FALSE,0,3.26411843383182e-06,2.96145481956603e-06,-3.02663614265792e-07,-9.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr3-48746578:48847850","'PRKAR2A","-",111.273,75,31,188,68,5,4,0.302,1.754,2,120,0.143,FALSE,FALSE,0,4.3791979021663e-06,3.53383495899192e-06,-8.45362943174384e-07,-19.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr1+174159413:174995308","'RABGAP1L","+",845.896,71,31,124,53,2,4,0.199,16.667,2,450,0.152,TRUE,FALSE,0,3.79954186139081e-07,3.62314775619947e-07,-1.7639410519134e-08,-4.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr18-70003805:70205726","'RTTN","-",211.922,67,31,137,61,4,6,0.138,2.12,3,2190,0.274,FALSE,FALSE,0,1.67560266751551e-06,1.66448903376397e-06,-1.11136337515397e-08,-0.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr1+15847863:15940455","'SPEN","+",102.593,67,31,125,50,3,4,0.383,0.707,2,180,0.171,FALSE,FALSE,0,3.15804855734262e-06,2.81824939174204e-06,-3.39799165600582e-07,-10.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr6-36493882:36547516","'STK38","-",63.635,82,31,163,63,6,4,0.738,1.724,3,120,0.212,FALSE,FALSE,0,6.6392355313752e-06,5.72494934245633e-06,-9.14286188918867e-07,-13.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr8-144428779:144444429","'TONSL","-",25.651,82,31,212,57,3,11,0.145,5.729,2,365,0.31,FALSE,FALSE,0,2.14219045608863e-05,1.28498394692437e-05,-8.57206509164258e-06,-40,FALSE,TRUE,FALSE,TRUE,"DL"
"chr20-35002403:35092815","'TRPC4AP","-",100.413,48,31,107,55,2,3,0.105,0.641,2,180,0.155,FALSE,TRUE,7.29735736570728,2.7619788906894e-06,3.16737798722964e-06,4.05399096540246e-07,14.7,FALSE,FALSE,FALSE,TRUE,"L"
