"Genomic_Loci","Gene_Name","Gene_Orientation","Gene_Width_(kb)","Obs_TDN_Products","Obs_Patients","Num_Sites_TDN","Num_Sites_Patients","Peak_Abund_TDN","Peak_Abund_Patients","Peak_RelAbund_TDN","Peak_RelAbund_Patients","Longitudinal_Count","Last_Timepoint","Abund_Gini","On_Onco_List","Within_Cluster","Cluster_target.min","Freq_TDN_Sites","Freq_Patient_Sites","Freq_Difference","Percent_Freq_Change","Enrichment","Depletion","Abundance","Longitudinal","Criteria"
"chr1+174159413:174995308","'RABGAP1L","+",845.896,17,12,27,22,2,3,0.002,0.01,2,270,0.157,TRUE,FALSE,0,0.000000338176801857065,0.000000510981282646731,0.000000172804480789666,51.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr17-2059838:2303775","'SMG6","-",253.938,31,12,177,66,7,16,0.002,0.023,2,180,0.374,TRUE,FALSE,0,0.0000073848655249345,0.00000510640813583323,-0.00000227845738910127,-30.9,FALSE,TRUE,FALSE,TRUE,"DL"
"chr16+2752328:2771412","'SRRM2","+",29.085,21,12,37,29,3,32,0.002,0.02,2,60,0.536,FALSE,FALSE,0,0.0000134781310811813,0.0000195897192693929,0.00000611158818821157,45.3,FALSE,FALSE,TRUE,FALSE,"A"
"chr12+62260339:62409721","'USP15","+",159.383,17,12,36,29,5,14,0.001,0.028,3,270,0.38,TRUE,FALSE,0,0.00000239308168778924,0.00000357482909062003,0.0000011817474028308,49.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr8-144772223:144787345","'ZNF34","-",25.123,25,12,80,32,11,23,0.016,0.25,2,801,0.481,FALSE,FALSE,0,0.0000337377028260878,0.0000250252118451829,-0.00000871249098090491,-25.8,FALSE,FALSE,TRUE,FALSE,"A"
"chr5-78002325:78294755","'AP3B1","-",302.431,15,11,21,24,2,5,0.005,0.006,1,28,0.206,FALSE,FALSE,0,0.000000735681794776986,0.00000155913678786202,0.000000823454993085031,111.9,TRUE,FALSE,FALSE,FALSE,"E"
"chr6+20534456:21232403","'CDKAL1","+",707.948,20,11,35,20,5,5,0.004,0.004,2,120,0.292,FALSE,FALSE,0,0.00000052379784220545,0.000000555044647688222,0.0000000312468054827713,6,FALSE,FALSE,FALSE,TRUE,"L"
"chr16+10944487:11182189","'CLEC16A","+",247.703,13,11,38,35,6,9,0.003,0.072,1,270,0.371,FALSE,FALSE,0,0.0000016253591855868,0.00000277610610054286,0.00000115074691495606,70.8,TRUE,FALSE,FALSE,FALSE,"E"
"chr4+15002673:15070153","'CPEB2","+",77.481,6,11,10,17,2,14,0.001,0.008,2,50,0.421,FALSE,FALSE,0,0.00000136741960625799,0.00000431075148753041,0.00000294333188127242,215.2,TRUE,FALSE,FALSE,FALSE,"E"
"chr17-82242660:82273742","'CSNK1D","-",41.083,19,11,55,22,3,8,0.001,0.011,2,801,0.411,FALSE,FALSE,0,0.0000141839620236744,0.000010521067669492,-0.00000366289435418241,-25.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr17+63774188:63819317","'DDX42","+",55.13,18,11,40,20,5,6,0.002,0.019,2,360,0.344,FALSE,FALSE,0,0.00000768721483856162,0.00000712756662872449,-0.000000559648209837127,-7.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr12+50504984:50748667","'DIP2B","+",253.684,21,11,59,21,4,4,0.005,0.057,2,548,0.201,FALSE,FALSE,0,0.00000246408652979142,0.00000162639301514349,-0.000000837693514647929,-34,FALSE,FALSE,FALSE,TRUE,"L"
"chr3-197042559:197299272","'DLG1","-",266.714,19,11,57,30,4,8,0.002,0.008,2,548,0.274,TRUE,FALSE,0,0.00000226425879226854,0.0000022099106997097,-0.0000000543480925588406,-2.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr7+7968742:8089079","'GLCCI1","+",130.338,17,11,27,20,2,4,0.001,0.014,2,147,0.253,FALSE,FALSE,0,0.00000219477361923371,0.00000301479805000523,0.000000820024430771512,37.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr11-62712624:62727385","'HNRNPUL2","-",24.762,24,11,65,28,4,9,0.002,0.082,2,1584,0.419,FALSE,TRUE,0.0133751975511847,0.000027811515642157,0.0000222162930109932,-0.00000559522263116376,-20.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr15+90388240:90502243","'IQGAP1","+",124.004,21,11,45,22,2,5,0.002,0.045,3,180,0.297,FALSE,FALSE,0,0.000003844800758896,0.0000034856700031107,-0.000000359130755785301,-9.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr7-152134924:152436005","'KMT2C","-",311.082,15,11,32,17,2,5,0.002,0.016,2,180,0.278,TRUE,FALSE,0,0.00000108986351907189,0.00000107367618828908,-0.0000000161873307828083,-1.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr12-115958575:116277186","'MED13L","-",328.612,20,11,45,28,7,38,0.002,0.005,2,60,0.572,FALSE,FALSE,0,0.00000145086202970719,0.00000167407108546923,0.000000223209055762035,15.4,FALSE,FALSE,TRUE,FALSE,"A"
"chr2+24584476:24770701","'NCOA1","+",196.226,20,11,41,22,2,3,0.002,0.008,2,270,0.157,TRUE,FALSE,0,0.00000221372834334466,0.00000220275102721219,-0.0000000109773161324707,-0.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr14+70907404:71115382","'PCNX1","+",217.979,21,11,43,21,2,153,0.001,0.01,2,60,0.827,FALSE,FALSE,0,0.00000209002181679724,0.00000189279648798123,-0.000000197225328816007,-9.4,FALSE,FALSE,TRUE,FALSE,"A"
"chr7-124822385:124929983","'POT1","-",117.599,19,11,24,19,2,26,0.002,0.016,1,50,0.564,FALSE,FALSE,0,0.0000021622436621905,0.00000317430939743962,0.00000101206573524912,46.8,FALSE,FALSE,TRUE,FALSE,"A"
"chr20-35703608:35742336","'RBM39","-",48.729,10,11,14,20,4,2,0.002,0.006,2,60,0.133,TRUE,FALSE,0,0.00000304395029484425,0.00000806383771966552,0.00000501988742482127,164.9,TRUE,FALSE,FALSE,FALSE,"E"
"chr18+2655886:2805017","'SMCHD1","+",159.132,20,11,36,16,7,4,0.002,0.005,2,360,0.205,FALSE,FALSE,0,0.00000239685631202343,0.00000197543045140679,-0.000000421425860616638,-17.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr20+44966473:45079977","'STK4","+",123.505,26,11,60,30,5,23,0.003,0.107,3,28,0.465,TRUE,FALSE,0,0.00000514711332395331,0.00000477239077253854,-0.000000374722551414771,-7.3,FALSE,FALSE,TRUE,FALSE,"A"
"chr6+147204357:147390476","'STXBP5","+",196.12,13,11,26,21,3,8,0.001,0.5,4,360,0.319,FALSE,FALSE,0,0.00000140458647834202,0.0000021037624192008,0.00000069917594085878,49.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-19074505:19210252","'UBR4","-",145.748,11,11,35,21,3,8,0.001,0.009,2,150,0.361,FALSE,FALSE,0,0.0000025442656831906,0.00000283084423562354,0.000000286578552432939,11.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr20+63707441:63736142","'ZGPAT","+",38.702,26,11,98,25,5,5,0.003,0.041,2,1584,0.241,FALSE,FALSE,0,0.0000268280858204294,0.0000126912933518158,-0.0000141367924686136,-52.7,FALSE,TRUE,FALSE,TRUE,"DL"
"chr8-144720908:144755585","'ZNF251","-",44.678,33,11,125,52,6,21,0.008,0.114,2,548,0.462,FALSE,FALSE,0,0.0000296423962891343,0.000022866984767181,-0.00000677541152195337,-22.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr18+74630962:75065672","'ZNF407","+",444.711,14,11,23,26,3,3,0.002,0.039,2,28,0.19,FALSE,FALSE,0,0.000000547957636709444,0.00000114866862459902,0.000000600710987889577,109.6,TRUE,FALSE,FALSE,FALSE,"E"
"chr4+2843856:2930075","'ADD1","+",96.22,23,10,55,28,3,42,0.001,0.011,2,28,0.594,FALSE,FALSE,0,0.0000060561183934589,0.00000571731290312008,-0.000000338805490338823,-5.6,FALSE,FALSE,TRUE,FALSE,"A"
"chr15+72474325:72586555","'ARIH1","+",122.231,11,10,16,16,2,5,0.003,0.007,2,548,0.264,FALSE,FALSE,0,0.00000138686962898087,0.00000257180419527996,0.00000118493456629909,85.4,FALSE,FALSE,FALSE,TRUE,"L"
"chr12-53507855:53626415","'ATF7","-",128.561,17,10,37,18,2,32,0.003,0.009,2,60,0.616,FALSE,FALSE,0,0.00000304922521212622,0.00000275082235994915,-0.000000298402852177069,-9.8,FALSE,FALSE,TRUE,FALSE,"A"
"chr4-113451031:113761927","'CAMK2D","-",320.897,20,10,38,24,5,9,0.003,0.009,3,120,0.39,TRUE,FALSE,0,0.0000012546279533539,0.00000146941634820487,0.000000214788394850966,17.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr17+59619688:59696956","'CLTC","+",87.269,12,10,17,19,1,3,0.001,0.005,2,50,0.124,TRUE,TRUE,2.80314233174088,0.00000206388712453687,0.00000427752822685607,0.00000221364110231919,107.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr19+35648222:35658784","'COX6B1","+",20.563,19,10,35,18,3,5,0.001,0.043,3,1095,0.3,FALSE,FALSE,0,0.0000180334403926307,0.0000171982917578866,-0.000000835148634744013,-4.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr4-168216290:168318807","'DDX60","-",112.518,10,10,14,16,2,22,0.001,0.01,3,150,0.543,FALSE,FALSE,0,0.00000131826600115062,0.00000279381253304596,0.00000147554653189533,111.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-197504748:197775493","'DENND1B","-",280.746,19,10,35,16,5,3,0.002,0.009,2,912,0.141,FALSE,FALSE,0,0.00000132084387593648,0.00000111971033814646,-0.000000201133537790028,-15.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr2+202635177:202769757","'FAM117B","+",144.581,12,10,33,30,2,6,0.001,0.006,2,28,0.315,FALSE,FALSE,0,0.00000241824186505259,0.00000407670525423376,0.00000165846338918117,68.6,TRUE,FALSE,FALSE,FALSE,"E"
"chr9-129887186:130043194","'FNBP1","-",166.009,26,10,89,35,3,5,0.005,0.008,2,270,0.245,TRUE,FALSE,0,0.00000568009230078509,0.00000414224415196024,-0.00000153784814882485,-27.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-42176538:42335877","'FOXJ3","-",169.34,16,10,33,23,4,12,0.005,0.007,2,270,0.359,FALSE,FALSE,0,0.00000206467359803454,0.000002668502187775,0.000000603828589740458,29.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr4-48497362:48780299","'FRYL","-",292.938,18,10,35,24,4,24,0.001,0.011,3,28,0.496,TRUE,FALSE,0,0.00000126587071255236,0.00000160966244696795,0.000000343791734415587,27.2,FALSE,FALSE,TRUE,FALSE,"A"
"chr19-49889655:49929539","'IL4I1","-",49.885,26,10,82,28,5,5,0.004,0.017,2,912,0.241,FALSE,FALSE,0,0.0000174156984224175,0.0000110277608006057,-0.00000638793762181188,-36.7,FALSE,TRUE,FALSE,TRUE,"DL"
"chr18+62187290:62307122","'KIAA1468","+",129.833,16,10,29,21,1,17,0.001,0.02,2,360,0.478,FALSE,FALSE,0,0.00000236651861765637,0.00000317785066703889,0.000000811332049382525,34.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr7-74688936:74728918","'LOC101926943","-",49.983,8,10,18,20,2,7,0.002,0.003,1,60,0.323,FALSE,FALSE,0,0.00000381546264374799,0.00000786152788431229,0.0000040460652405643,106,TRUE,FALSE,FALSE,FALSE,"E"
"chr2-43886223:43996005","'LRPPRC","-",119.783,6,10,6,15,1,7,0,0.011,1,360,0.307,FALSE,FALSE,0,0.000000530704883894086,0.00000246034129368263,0.00000192963640978854,363.6,TRUE,FALSE,FALSE,FALSE,"E"
"chr19-2071035:2096270","'MOB3A","-",35.236,20,10,38,18,2,2,0.001,0.011,2,360,0.157,FALSE,FALSE,0,0.0000114259946176469,0.0000100365669604218,-0.0000013894276572251,-12.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr2+203014878:203217994","'NBEAL1","+",213.117,12,10,14,13,2,11,0.003,0.024,3,442,0.417,FALSE,FALSE,0,0.000000695996349035815,0.0000011984627521832,0.000000502466403147389,72.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr12-44508274:44913928","'NELL2","-",415.655,15,10,32,24,2,2,0.001,0.091,2,180,0.119,FALSE,FALSE,0,0.000000815669060254109,0.00000113442950978551,0.000000318760449531404,39.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr19-49555467:49580572","'NOSIP","-",35.106,30,10,158,31,5,29,0.01,0.038,1,360,0.5,FALSE,FALSE,0,0.0000476840086736487,0.0000173492069667422,-0.0000303348017069066,-63.6,FALSE,TRUE,TRUE,FALSE,"DA"
"chr6+63635801:63715522","'PHF3","+",89.722,10,10,14,20,2,7,0.001,0.004,2,28,0.274,FALSE,TRUE,1.77091947382572,0.00000165320271413328,0.00000437955850562383,0.00000272635579149055,164.9,TRUE,FALSE,FALSE,FALSE,"E"
"chr8-143915146:143976745","'PLEC","-",71.6,27,10,105,23,5,11,0.002,0.07,2,360,0.336,FALSE,FALSE,0,0.0000155372193349301,0.00000631123129158964,-0.00000922598804334043,-59.4,FALSE,TRUE,FALSE,TRUE,"DL"
"chr12+19129691:19376399","'PLEKHA5","+",256.709,12,10,17,13,2,2,0.002,0.05,2,801,0.066,FALSE,FALSE,0,0.0000007016246624435,0.000000994950649790338,0.000000293325987346838,41.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-175944825:176207244","'COP1","-",272.42,9,10,14,17,2,3,0.001,0.007,2,28,0.135,FALSE,FALSE,0,0.000000544485184338395,0.00000122605291830755,0.000000681567733969159,125.2,TRUE,FALSE,FALSE,FALSE,"E"
"chr6+45328316:45551082","'RUNX2","+",232.767,11,10,21,22,2,8,0.001,0.006,2,28,0.394,TRUE,FALSE,0,0.000000955861358681422,0.00000185695147106651,0.000000901090112385092,94.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr19-49289634:49325217","'SLC6A16","-",45.584,27,10,65,32,7,2,0.002,0.006,2,270,0.114,FALSE,FALSE,0,0.0000151076858180741,0.0000137923042555838,-0.00000131538156249037,-8.7,FALSE,FALSE,FALSE,TRUE,"L"
"chr9-136375568:136398437","'SNAPC4","-",32.87,15,10,30,21,4,7,0.002,0.009,2,180,0.386,FALSE,FALSE,0,0.00000966982402000081,0.0000125521717570326,0.00000288234773703175,29.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr7-17790760:17940508","'SNX13","-",159.749,15,10,25,25,2,5,0.002,0.007,3,28,0.292,FALSE,TRUE,0.550413794960624,0.00000165805480022528,0.0000030746886384389,0.00000141663383821362,85.4,TRUE,FALSE,FALSE,FALSE,"E"
"chr17+63009536:63427706","'TANC2","+",428.171,9,10,19,21,3,11,0.001,0.02,2,28,0.307,FALSE,FALSE,0,0.000000470146677784585,0.000000963610066197057,0.000000493463388412473,105,TRUE,FALSE,FALSE,FALSE,"E"
"chr22-42160012:42283927","'TCF20","-",133.916,25,10,58,29,2,10,0.002,0.011,2,360,0.34,FALSE,FALSE,0,0.00000458873042334268,0.00000425465952500293,-0.000000334070898339744,-7.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr18-31829172:31943128","'TRAPPC8","-",123.957,18,10,26,21,2,4,0.002,0.01,2,360,0.214,FALSE,FALSE,0,0.00000222228272814312,0.00000332849202266641,0.00000110620929452329,49.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr13+99200424:99386499","'UBAC2","+",196.076,16,10,30,22,2,4,0.002,0.007,2,1095,0.227,FALSE,FALSE,0,0.00000162104039014171,0.00000220443615264356,0.00000058339576250185,36,FALSE,FALSE,FALSE,TRUE,"L"
"chr17+59707464:59842255","'VMP1","+",144.792,24,10,93,32,3,28,0.002,0.028,3,60,0.589,FALSE,FALSE,0,0.00000680511394390589,0.00000434214871806819,-0.0000024629652258377,-36.2,FALSE,TRUE,TRUE,FALSE,"DA"
"chr6-33250271:33271965","'VPS52","-",31.695,26,10,49,24,2,10,0.011,0.008,2,120,0.334,FALSE,FALSE,0,0.0000163795642439227,0.0000148771509036093,-0.00000150241334031338,-9.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr3-52254421:52278643","'WDR82","-",34.223,22,10,45,25,8,7,0.016,0.1,3,548,0.348,TRUE,FALSE,0,0.0000139312939633036,0.000014352290427548,0.000000420996464244419,3,FALSE,FALSE,FALSE,TRUE,"L"
"chr12-71609600:71663969","'ZFC3H1","-",64.37,7,10,11,14,1,4,0.001,0.003,1,28,0.264,FALSE,FALSE,0,0.00000181053196153057,0.00000427310740669733,0.00000246257544516675,136,TRUE,FALSE,FALSE,FALSE,"E"
"chr10+74151184:74709303","'ADK","+",568.12,19,9,42,19,2,3,0.001,0.002,2,600,0.09,FALSE,FALSE,0,0.000000783260511427862,0.000000657071764467898,-0.000000126188746959964,-16.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr17+35587262:35726417","'AP2B1","+",149.156,14,9,28,21,2,13,0.001,0.028,2,360,0.4,FALSE,FALSE,0,0.00000198890629833819,0.00000276616351775095,0.000000777257219412755,39.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr2-25733752:25878516","'ASXL2","-",154.765,19,9,44,14,3,3,0.003,0.005,2,180,0.155,FALSE,FALSE,0,0.00000301215242112165,0.0000017772747311673,-0.00000123487768995435,-41,FALSE,FALSE,FALSE,TRUE,"L"
"chr6-106184476:106325820","'ATG5","-",151.345,10,9,10,19,1,2,0.001,0.004,1,28,0.085,FALSE,FALSE,0,0.000000700049810119102,0.00000246652093448414,0.00000176647112436504,252.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr17+60677774:61392838","'BCAS3","+",725.065,23,9,37,13,2,2,0.004,0.028,2,180,0.144,TRUE,FALSE,0,0.000000540656965232302,0.000000352261916320644,-0.000000188395048911658,-34.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr6-34587279:34696850","'C6orf106","-",119.572,16,9,40,19,3,3,0.001,0.01,3,360,0.199,FALSE,FALSE,0,0.00000354427586767723,0.00000312193164645153,-0.000000422344221225704,-11.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr5+111223652:111494884","'CAMK4","+",281.233,19,9,32,18,2,9,0.002,0.003,2,270,0.359,FALSE,FALSE,0,0.00000120553748400764,0.00000125749280282692,0.0000000519553188192761,4.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr1+155689090:155739009","'DAP3","+",59.92,9,9,12,15,1,2,0.001,0.003,1,28,0.102,FALSE,FALSE,0,0.00000212180985004958,0.00000491834214254316,0.00000279653229249358,131.8,TRUE,FALSE,FALSE,FALSE,"E"
"chr19+1407568:1435687","'DAZAP1","+",38.12,15,9,33,12,4,2,0.003,0.005,2,360,0.167,FALSE,FALSE,0,0.0000091718737432101,0.00000618482814650967,-0.00000298704559670043,-32.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr3+132417659:132539032","'DNAJC13","+",131.374,13,9,14,15,3,71,0.002,0.004,2,28,0.764,FALSE,FALSE,0,0.00000112905638800269,0.00000224326777886938,0.00000111421139086669,98.7,FALSE,FALSE,TRUE,FALSE,"A"
"chr12+991207:1495933","'ERC1","+",514.727,21,9,43,24,4,4,0.004,0.026,2,1825,0.201,TRUE,FALSE,0,0.000000885092224817514,0.000000916080364717408,0.0000000309881398998941,3.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr9+20658308:20995955","'FOCAD","+",347.648,11,9,17,22,1,17,0.005,0.003,2,28,0.487,FALSE,FALSE,0,0.000000518091188418194,0.00000124331802014031,0.000000725226831722118,140,TRUE,FALSE,FALSE,FALSE,"E"
"chr20+30377163:30419842","'FRG1BP","+",52.68,7,9,8,14,1,4,0.002,0.003,2,28,0.198,FALSE,FALSE,0,0.00000160894515584625,0.00000522133492348342,0.00000361238976763718,224.5,TRUE,FALSE,FALSE,FALSE,"E"
"chr4-849274:932390","'GAK","-",93.117,8,9,13,18,4,4,0.002,0.01,2,60,0.218,TRUE,TRUE,0.980038544139147,0.00000147914720261841,0.00000379789376179885,0.00000231874655918044,156.8,TRUE,FALSE,FALSE,FALSE,"E"
"chr11-62624825:62646726","'GANAB","-",31.902,21,9,60,26,2,6,0.001,0.005,2,120,0.275,FALSE,FALSE,0,0.0000199264695340371,0.0000160123369291598,-0.00000391413260487736,-19.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-45627303:45686630","'GPBP1L1","-",69.328,15,9,33,11,1,2,0.001,0.005,2,600,0.126,FALSE,FALSE,0,0.00000504315467186662,0.00000311733371124033,-0.00000192582096062629,-38.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr14+66507406:67181808","'GPHN","+",684.403,6,9,12,15,1,2,0.003,0.008,1,360,0.058,TRUE,FALSE,0,0.000000185766056278202,0.000000430604572424706,0.000000244838516146503,131.8,TRUE,FALSE,FALSE,FALSE,"E"
"chr19+41262475:41307783","'HNRNPUL1","+",55.309,11,9,22,20,2,4,0.001,0.008,2,270,0.204,FALSE,FALSE,0,0.00000421428492157598,0.00000710449923595764,0.00000289021431438166,68.6,FALSE,FALSE,FALSE,TRUE,"L"
"chr4+3074680:3243960","'HTT","+",179.281,17,9,28,16,1,25,0.002,0.007,2,28,0.579,FALSE,FALSE,0,0.00000165470578496846,0.00000175341613775729,0.0000000987103527888266,6,FALSE,FALSE,TRUE,FALSE,"A"
"chr1+43650125:43705518","'KDM4A","+",65.394,8,9,10,17,7,7,0.002,0.006,1,90,0.27,FALSE,FALSE,0,0.00000162016451834229,0.0000051075226474194,0.00000348735812907711,215.2,TRUE,FALSE,FALSE,FALSE,"E"
"chr10+89701589:89774943","'KIF20B","+",83.355,7,9,9,13,1,13,0.001,0.009,1,50,0.462,FALSE,TRUE,3.01901398030427,0.00000114395218836576,0.0000030641567555279,0.00000192020456716214,167.9,TRUE,FALSE,FALSE,FALSE,"E"
"chr10+96832259:96986212","'LCOR","+",163.954,12,9,20,23,1,4,0.001,0.006,1,548,0.226,FALSE,FALSE,0,0.00000129242395443204,0.00000275616429289812,0.00000146374033846608,113.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr19+1354976:1378431","'MUM1","+",33.456,20,9,56,17,8,4,0.003,0.028,2,360,0.288,FALSE,FALSE,0,0.0000177341766998405,0.00000998330153052798,-0.00000775087516931249,-43.7,FALSE,TRUE,FALSE,TRUE,"DL"
"chr17-7856680:7885388","'NAA38","-",38.709,25,9,99,34,7,15,0.002,0.043,2,360,0.417,FALSE,FALSE,0,0.0000270969407960295,0.000017257037691769,-0.00000983990310426049,-36.3,FALSE,TRUE,FALSE,TRUE,"DL"
"chr18+9102629:9134345","'NDUFV2","+",41.717,9,9,11,13,1,15,0.001,0.005,2,150,0.517,FALSE,FALSE,0,0.00000279367985146878,0.00000612251087942632,0.00000332883102795754,119.2,FALSE,FALSE,FALSE,TRUE,"L"
"chr11+65422797:65445538","'NEAT1","+",32.742,26,9,60,33,6,4,0.015,0.007,2,270,0.213,FALSE,FALSE,0,0.0000194152535298654,0.0000198019526784744,0.000000386699148609005,2,FALSE,FALSE,FALSE,TRUE,"L"
"chr12-57055642:57078791","'NEMP1","-",33.15,11,9,29,13,2,10,0.005,0.016,2,180,0.444,FALSE,FALSE,0,0.00000926854333894959,0.00000770475976944277,-0.00000156378356950682,-16.9,FALSE,FALSE,FALSE,TRUE,"L"
"chr12+68686950:68745814","'NUP107","+",68.865,4,9,4,12,1,4,0,0.006,1,90,0.219,FALSE,FALSE,0,0.000000615401370870402,0.00000342359179474259,0.00000280819042387219,456.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr9+131125560:131234670","'NUP214","+",119.111,16,9,36,19,2,8,0.001,0.008,2,120,0.293,TRUE,FALSE,0,0.00000320219407649093,0.00000313401458160457,-0.0000000681794948863632,-2.1,FALSE,FALSE,FALSE,TRUE,"L"
"chr3-167683905:167734863","'PDCD10","-",60.959,4,9,4,11,1,4,0,0.004,1,28,0.195,FALSE,FALSE,0,0.000000695215069226697,0.00000354530933140094,0.00000285009426217424,410,TRUE,FALSE,FALSE,FALSE,"E"
"chr8+132775357:132848807","'PHF20L1","+",83.451,15,9,18,15,3,4,0.002,0.014,2,912,0.255,FALSE,FALSE,0,0.00000228527242720226,0.00000353149825863304,0.00000124622583143078,54.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr1-151402723:151459465","'POGZ","-",66.743,11,9,18,12,2,26,0.001,0.023,1,28,0.619,FALSE,FALSE,0,0.00000285735237137162,0.00000353244009027087,0.000000675087718899253,23.6,FALSE,FALSE,TRUE,FALSE,"A"
"chr11+65261851:65298685","'POLA2","+",46.835,30,9,84,36,4,9,0.003,0.056,2,92,0.307,FALSE,FALSE,0,0.0000190022829829144,0.0000151018884773107,-0.00000390039450560368,-20.5,FALSE,FALSE,FALSE,TRUE,"L"
"chr20+2864194:3038669","'PTPRA","+",184.476,26,9,77,36,2,4,0.003,0.077,3,1825,0.239,FALSE,FALSE,0,0.00000442229664859419,0.00000383408653068608,-0.000000588210117908103,-13.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr10-118004915:118046884","'RAB11FIP2","-",51.97,3,9,4,12,1,19,0,0.005,2,28,0.544,FALSE,FALSE,0,0.000000815463063401774,0.00000453657204050315,0.00000372110897710138,456.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr4+26319709:26435130","'RBPJ","+",125.422,6,9,6,10,3,2,0.001,0.007,1,63,0.133,FALSE,FALSE,0,0.000000506844278575412,0.00000156648254788467,0.00000105963826930925,209.1,TRUE,FALSE,FALSE,FALSE,"E"
"chr7-5620040:5781730","'RNF216","-",171.691,20,9,54,15,3,15,0.002,0.029,5,120,0.556,TRUE,FALSE,0,0.00000333229352713519,0.00000171649685295785,-0.00000161579667417734,-48.5,FALSE,TRUE,FALSE,TRUE,"DL"
"chr18-20949741:21111851","'ROCK1","-",172.111,15,9,22,23,2,13,0.002,0.006,2,28,0.531,FALSE,FALSE,0,0.00000135428813223702,0.00000262553910254323,0.00000127125097030621,93.9,TRUE,FALSE,FALSE,FALSE,"E"
"chr18-70003805:70205726","'RTTN","-",211.922,17,9,29,16,4,6,0.001,0.021,2,150,0.391,FALSE,FALSE,0,0.00000144983631565472,0.00000148334858388117,0.0000000335122682264513,2.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr21-34787800:35049298","'RUNX1","-",271.499,14,9,33,19,5,1,0.005,0.013,2,360,0,TRUE,FALSE,0,0.0000012877831118758,0.00000137494285735676,0.0000000871597454809521,6.8,FALSE,FALSE,FALSE,TRUE,"L"
"chr7+35800985:35907105","'SEPT7","+",116.121,9,9,17,19,1,10,0.001,0.008,2,28,0.401,FALSE,FALSE,0,0.00000155108348594318,0.00000321471233307931,0.00000166362884713612,107.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr5+55307747:55425581","'MTREX","+",127.835,8,9,12,17,3,6,0.001,0.008,1,28,0.273,FALSE,FALSE,0,0.000000994554278679318,0.00000261275344002303,0.00000161819916134371,162.7,TRUE,FALSE,FALSE,FALSE,"E"
"chr8-120535744:120812069","'SNTB1","-",286.326,7,9,12,16,3,3,0.001,0.007,2,63,0.25,FALSE,FALSE,0,0.000000444035282213179,0.00000109788911448232,0.000000653853832269142,147.3,TRUE,FALSE,FALSE,FALSE,"E"
"chr1+15847863:15940455","'SPEN","+",102.593,17,9,29,16,1,2,0.001,0.007,2,180,0.128,FALSE,FALSE,0,0.00000299486526065306,0.00000306409012889052,0.0000000692248682374624,2.3,FALSE,FALSE,FALSE,TRUE,"L"
"chr3-136337156:136752403","'STAG1","-",425.248,8,9,20,14,2,6,0.001,0.014,2,912,0.357,TRUE,FALSE,0,0.000000498292942059577,0.000000646822380749837,0.00000014852943869026,29.8,FALSE,FALSE,FALSE,TRUE,"L"
