"loci","region_name","region_width","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_peak_abund","TP_peak_abund","TDN_peak_relAbund","TP_peak_relAbund","TDN_sum_abund","TP_sum_abund","long_count","max_time","max_span","abund_gini","ort_fisher_test","Near_Onco","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min","TDN_freq","TP_freq","freq_diff","pct_chg"
"chr3*15873850:16174320","GALNT15",310.471,4,0,4,0,1,0,0.000509164969450102,0,4,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000872344164737734,0,-0.0000000872344164737734,-100
"chr3*16605500:16884957","PLCL2",289.458,0,1,0,1,0,1,0,0.00257731958762887,0,1,1,60,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.0000000647220322649992,0.0000000647220322649992,Inf
"chr3*17090607:17157160","TBC1D5",76.554,0,1,0,1,0,1,0,0.00632911392405063,0,1,1,180,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000244720197708312,0.000000244720197708312,Inf
"chr3*17745663:17962570","LOC339862",226.908,1,1,1,1,1,1,0.000958772770853308,0.000360880548538434,1,1,1,13,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000298400194319161,0.0000000825634619112686,0.0000000527234424793525,176.687024616883
"chr3*18268919:18345386","SATB1",86.468,1,0,1,0,1,0,0.000235349493998588,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.0000000783057215300137,0,-0.0000000783057215300137,-100
"chr3*18530115:19148523","KCNH8",628.409,21,9,33,9,4,4,0.00598802395209581,0.00431034482758621,40,13,2,270,4,0.222222222222222,1,FALSE,FALSE,TRUE,FALSE,0,0.00000035556618582084,0.000000268310590934024,-0.0000000872555948868163,-24.5399023772136
"chr3*19535644:19879472","EFHB",353.829,1,2,1,2,1,1,0.000299311583358276,0.00323624595469256,1,2,1,28,0,0,0.333333333333333,FALSE,FALSE,FALSE,FALSE,0,0.000000019136190445829,0.000000105894711939169,0.0000000867585214933401,453.374049233767
"chr3*20012274:20040030","KAT2B",37.757,0,1,0,1,0,1,0,0.000768639508070715,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000496181105897241,0.000000496181105897241,Inf
"chr3*20186234:20342466","LOC101927829",166.233,0,1,0,1,0,1,0,0.0031055900621118,0,1,1,180,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000112699103158591,0.000000112699103158591,Inf
"chr3*20350929:21405724","VENTXP7",1064.796,4,4,5,4,1,1,0.00149700598802395,0.0050761421319797,5,4,1,50,0,0,0.523809523809524,FALSE,FALSE,FALSE,FALSE,0,0.0000000317945368373718,0.0000000703770863728344,0.0000000385825495354626,121.349619693507
"chr3*21979829:23195069","UBE2E2-AS1",1225.241,1,5,2,8,1,1,0.00018723085564501,0.0588235294117647,2,9,1,442,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000110524201022611,0.000000122322449316418,0.000000111270029214157,1006.74809846753
"chr3*23590806:23804022","UBE2E1-AS1",223.217,4,1,4,1,1,1,0.00149700598802395,0.00126903553299492,4,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000121333753777844,0.0000000839286882959727,-0.0000000374050654818709,-30.8282438457792
"chr3*23980619:24099972","LINC00691",129.354,1,1,1,1,1,1,0.000294464075382803,0.00126903553299492,1,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000523442578448075,0.000000144829769588587,0.0000000924855117437799,176.687024616883
"chr3*25873696:26622804","LRRC3B",759.109,2,2,2,2,1,2,0.000805152979066023,0.00510204081632653,2,3,1,121,0,0.166666666666667,1,FALSE,FALSE,TRUE,FALSE,0,0.0000000178391749518376,0.0000000493586823904397,0.0000000315195074386021,176.687024616883
"chr3*26710775:27110901","NEK10",410.127,1,1,1,1,5,1,0.00120598166907863,0.00355871886120996,5,1,1,120,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000165093718025325,0.0000000456792896233658,0.0000000291699178208333,176.687024616883
"chr3*27484421:27715947","EOMES",241.527,1,2,1,3,3,7,0.00088339222614841,0.00176991150442478,3,9,1,90,0,0.444444444444444,1,FALSE,FALSE,TRUE,FALSE,0,0.0000000280338808052815,0.000000232698332054331,0.00000020466445124905,730.06107385065
"chr3*27722716:27830884","LINC01981",118.169,1,2,1,2,1,1,0.00169779286926995,0.00709219858156028,1,2,1,360,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000572987765764052,0.000000317076560102263,0.000000259777783525857,453.374049233767
"chr3*27834137:28241631","CMC1",417.495,3,2,3,2,2,1,0.00227272727272727,0.000716332378223496,4,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000486540375040939,0.00000008974627248404,0.0000000410922349799461,84.4580164112556
"chr3*28758338:29264192","RBMS3-AS3",515.855,7,3,7,3,2,2,0.00132978723404255,0.00148478099480327,8,4,1,14,0,0.166666666666667,1,FALSE,FALSE,TRUE,FALSE,0,0.0000000918796442891909,0.000000108951023148145,0.0000000170713788589542,18.5801534072357
"chr3*30010396:30606500","TGFBR2",606.105,10,4,11,9,4,3,0.00194080543425522,0.00869565217391304,14,14,1,28,0,0.222222222222222,1,TRUE,FALSE,TRUE,FALSE,0,0.000000122883543976422,0.000000278184126740844,0.000000155300582764422,126.380292868359
"chr3*30694142:30726198","GADL1",42.057,1,1,1,1,1,1,0.000719424460431655,0.00026581605528974,1,1,1,14,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000160994344086769,0.000000445450460455147,0.000000284456116368379,176.687024616883
"chr3*30894662:31161702","MIR466",277.041,3,1,3,1,1,5,0.00131752305665349,0.000316455696202532,3,5,1,14,0,0,0.25,FALSE,FALSE,TRUE,FALSE,0,0.0000000733206182037016,0.0000000676228789795089,-0.00000000569773922419264,-7.77099179437222
"chr3*31161788:31532499","STT3B",380.712,7,2,7,2,1,1,0.000643500643500643,0.00602409638554217,7,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000124494562569083,0.0000000984172288520569,-0.0000000260773337170258,-20.9465643951762
"chr3*31991737:32106509","GPD1L",124.773,0,1,0,1,0,1,0,0.00126903553299492,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000150147147342471,0.000000150147147342471,Inf
"chr3*32168716:32238677","CMTM8",79.962,0,1,0,1,0,1,0,0.00543478260869565,0,1,1,25,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000234290163019461,0.000000234290163019461,Inf
"chr3*32455529:32481310","CMTM6",35.782,1,3,1,3,1,4,0.00016095284081764,0.00124688279301746,1,8,1,14,0,0.25,1,TRUE,FALSE,TRUE,FALSE,0,0.000000189227520240826,0.00000157070398653195,0.00000138147646629113,730.06107385065
"chr3*32570925:32685143","CNOT10",124.219,1,1,1,1,1,1,0.000722021660649819,0.00257731958762887,1,1,1,60,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000545080795148667,0.00000015081678338549,0.0000000963087038706229,176.687024616883
"chr3*32954912:32996606","GLB1",51.695,1,1,1,1,1,1,0.000405186385737439,0.000768639508070715,1,1,1,28,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000130978607781357,0.000000362400812754853,0.000000231422204973497,176.687024616883
"chr3*33097231:33113956","CRTAP",26.726,1,0,1,0,1,0,0.000485201358563804,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000253346521337171,0,-0.000000253346521337171,-100
"chr3*33440406:33496244","CLASP2",65.839,0,1,0,1,0,1,0,0.000360880548538434,0,1,1,13,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000284547305022284,0.000000284547305022284,Inf
"chr3*33718214:33798569","PDCD6IP",90.356,0,1,0,1,0,1,0,0.00144300144300144,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000207338859791958,0.000000207338859791958,Inf
"chr3*33869708:34875794","LOC101928135",1016.087,6,4,7,4,1,1,0.000736919675755343,0.010989010989011,7,4,1,270,0,0,0.109090909090909,FALSE,FALSE,FALSE,FALSE,0,0.0000000466461768576909,0.0000000737508107686139,0.0000000271046339109229,58.1068712096477
"chr3*35394024:35639172","ARPP21",255.149,1,1,2,1,1,1,0.00018723085564501,0.000126887450831113,2,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000530743928391428,0.0000000734249791900503,0.0000000203505863509074,38.3435123084417
"chr3*35794497:36380485","STAC",595.989,2,1,2,1,1,1,0.000643500643500643,0.00471698113207547,2,1,1,10,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000227216916059096,0.0000000314339862235077,0.00000000871229461759811,38.3435123084417
"chr3*36945058:36985864","EPM2AIP1",50.807,1,0,1,0,1,0,0.000278009452321379,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000133267839653143,0,-0.000000133267839653143,-100
"chr3*37176361:37243189","GOLGA4",76.829,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000243844251719561,0.000000243844251719561,Inf
"chr3*38255489:38265805","SLC22A13",20.317,1,0,1,0,1,0,0.000405186385737439,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000333264710796733,0,-0.000000333264710796733,-100
"chr3*38278316:38282292","SLC22A14",13.977,0,1,0,1,0,1,0,0.0023094688221709,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000134036703265094,0.00000134036703265094,Inf
"chr3*38414977:38451025","ACVR2B-AS1",46.049,1,1,1,1,1,1,0.000307408545957578,0.00276243093922652,1,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000147037701779783,0.000000406834242119528,0.000000259796540339745,176.687024616883
"chr3*38649674:38697344","SCN10A",57.671,2,0,2,0,1,0,0.000365764447695684,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000234812613939666,0,-0.000000234812613939666,-100
"chr3*38953652:39051984","WDR48",108.333,0,2,0,2,0,1,0,0.00288184438040346,0,2,1,547.5,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000034586524909976,0.00000034586524909976,Inf
"chr3*39154603:39183213","XIRP1",38.611,1,0,1,0,1,0,0.000182381907714755,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000175362956910135,0,-0.000000175362956910135,-100
"chr3*39281736:39329704","CCR8",57.969,2,1,2,1,1,1,0.000303122158229767,0.00218340611353712,2,1,1,270,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000233605517751116,0.000000323178078203214,0.0000000895725604520981,38.3435123084417
"chr3*39333681:39383322","SLC25A38",59.642,3,0,3,0,1,0,0.00149700598802395,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000340579078296698,0,-0.000000340579078296698,-100
"chr3*39397329:39406687","RPSA",19.359,1,0,1,0,1,0,0.000294464075382803,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000349756657330297,0,-0.000000349756657330297,-100
"chr3*39412542:39467571","MOBP",65.03,3,1,3,1,1,1,0.000294464075382803,0.00126903553299492,3,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000312360716404301,0.00000028808719076368,-0.0000000242735256406205,-7.77099179437222
"chr3*39529498:39808912","MYRIP",289.415,0,1,0,1,0,1,0,0.00288184438040346,0,1,1,547.5,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.0000000647316483781495,0.0000000647316483781495,Inf
"chr3*40312427:40387154","ENTPD3",84.728,1,0,1,0,1,0,0.000509164969450102,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.0000000799138316643522,0,-0.0000000799138316643522,-100
"chr3*40539795:41199422","CTNNB1",669.628,0,2,0,2,0,1,0,0.00176991150442478,0,2,1,90,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.0000000559543806870744,0.0000000559543806870744,Inf
"chr3*41962441:42091252","TRAK1",138.812,3,1,3,1,1,1,0.000722021660649819,0.00584795321637427,3,1,1,60,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000146333295304237,0.00000013496174693371,-0.0000000113715483705267,-7.77099179437221
"chr3*42266196:42397076","LYZL4",140.881,1,0,1,0,2,0,0.000970402717127608,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000480614073527106,0,-0.0000000480614073527106,-100
"chr3*42410603:42489297","VIPR1",88.695,1,0,1,0,1,0,0.000131319763624425,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000763395809150147,0,-0.0000000763395809150147,-100
"chr3*42773635:42782906","HIGD1A",19.272,1,0,1,0,1,0,0.000722021660649819,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000351335571256602,0,-0.000000351335571256602,-100
"chr3*43106084:43286510","SNRK",190.427,1,2,1,2,1,1,0.000303122158229767,0.00078125,1,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000035556612923888,0.000000196761068707296,0.000000161204455783408,453.374049233767
"chr3*43722726:44114210","MIR138-1",401.485,2,1,2,1,1,1,0.00105820105820106,0.0142857142857143,2,1,1,547.5,0,0,0.333333333333333,FALSE,FALSE,FALSE,FALSE,0,0.0000000337294749704583,0.0000000466625403573287,0.0000000129330653868704,38.3435123084417
"chr3*44510641:44555173","ZKSCAN7",54.533,0,1,0,1,0,1,0,0.0031055900621118,0,1,1,180,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000343540792095834,0.000000343540792095834,Inf
"chr3*44660792:44712641","ZNF502",61.85,1,0,1,0,1,0,0.0019723865877712,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.0000001094735509985,0,-0.0000001094735509985,-100
"chr3*44737084:44748742","KIAA1143",21.659,1,0,1,0,1,0,0.000131319763624425,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000312615500681344,0,-0.000000312615500681344,-100
"chr3*45012667:45026265","CLEC3B",23.599,1,0,1,0,1,0,0.000219058050383352,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000286916357865046,0,-0.000000286916357865046,-100
"chr3*45146423:45224462","TMEM158",88.04,1,0,1,0,1,0,0.00102564102564103,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000076907532136043,0,-0.000000076907532136043,-100
"chr3*45226323:45388581","LARS2",172.259,2,0,2,0,1,0,0.000299311583358276,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000078613473075511,0,-0.000000078613473075511,-100
"chr3*45548837:45594829","LIMD1",55.993,1,1,1,1,1,1,0.00132978723404255,0.00045004500450045,1,1,1,28,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000120924742901027,0.000000334583073158469,0.000000213658330257441,176.687024616883
"chr3*45995825:46020797","XCR1",34.973,0,1,0,1,0,1,0,0.000442086648983201,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000535679238708779,0.000000535679238708779,Inf
"chr3*46027488:46201707","CCR1",184.22,5,0,5,0,5,0,0.00147232037691402,0,9,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000183773182316177,0,-0.000000183773182316177,-100
"chr3*46266707:46353742","CCR2",97.036,4,2,4,2,1,1,0.000365764447695684,0.0036101083032491,4,2,1,17,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000279110397347674,0.00000038613112690882,0.000000107020729561146,38.3435123084417
"chr3*46566551:46574553","TDGF1",18.003,1,0,1,0,1,0,0.000495785820525533,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000376100601525147,0,-0.000000376100601525147,-100
"chr3*46582463:46612433","LOC100132146",39.971,0,1,0,1,0,1,0,0.00354609929078014,0,1,1,150,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.000000468697556112235,0.000000468697556112235,Inf
"chr3*46626544:46668993","ALS2CL",52.45,0,1,0,1,0,1,0,0.000126887450831113,0,1,1,14,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.000000357184175698039,0.000000357184175698039,Inf
"chr3*46693714:46701331","TMIE",17.618,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.00000106336190347157,0.00000106336190347157,Inf
"chr3*46744756:46830402","PRSS42",95.647,1,1,1,1,1,1,0.000131319763624425,0.0026525198938992,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000707909200420006,0.000000195869290363128,0.000000125078370321128,176.687024616883
"chr3*46834096:46857865","MYL3",33.77,0,1,0,1,0,1,0,0.000360880548538434,0,1,1,13,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000554761919317801,0.000000554761919317801,Inf
"chr3*46903800:46921728","CCDC12",27.929,2,0,2,0,1,0,0.000182381907714755,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000484867995936641,0,-0.000000484867995936641,-100
"chr3*47013468:47016406","SETD2",12.939,1,0,1,0,1,0,0.000131319763624425,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000523296941746443,0,-0.000000523296941746443,-100
"chr3*47346817:47380980","PTPN23",44.164,2,1,2,1,1,1,0.000805152979066023,0.000354233085370174,2,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000306627077676715,0.000000424198668946702,0.000000117571591269986,38.3435123084417
"chr3*47475960:47495638","ELP6",29.679,0,1,0,1,0,1,0,0.0010482180293501,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000063123117407467,0.00000063123117407467,Inf
"chr3*47513710:47562236","CSPG5",58.527,0,1,0,1,0,1,0,0.000126887450831113,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000320096878626311,0.000000320096878626311,Inf
"chr3*47781916:47802907","DHX30",30.992,1,1,1,1,1,1,0.000722021660649819,0.000410004100041,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000218473771594516,0.000000604488578193151,0.000000386014806598635,176.687024616883
"chr3*48089280:48157176","CDC25A",77.897,2,2,2,2,1,1,0.000182381907714755,0.00497512437810945,2,2,1,360,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000173843386247409,0.000000481002092901194,0.000000307158706653784,176.687024616883
"chr3*48188312:48196562","MIR4443",18.251,0,1,0,1,0,1,0,0.000768639508070715,0,1,1,28,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.00000102648128953822,0.00000102648128953822,Inf
"chr3*48196617:48223345","CAMP",36.729,1,0,1,0,1,0,0.000294464075382803,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000184348583660247,0,-0.000000184348583660247,-100
"chr3*48270990:48290277","FCF1P2",29.288,2,0,2,0,1,0,0.000278009452321379,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000462369511694703,0,-0.000000462369511694703,-100
"chr3*48301686:48306844","SPINK8",15.159,0,1,0,1,0,1,0,0.0036101083032491,0,1,1,17,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000123585394916301,0.00000123585394916301,Inf
"chr3*48394726:48403852","PLXNB1",19.127,0,1,0,1,0,1,0,0.000768639508070715,0,1,1,28,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.000000979469337343135,0.000000979469337343135,Inf
"chr3*48609666:48620840","TMEM89",21.175,1,1,1,1,1,6,0.00016095284081764,0.00552486187845304,1,8,2,28,7,0,1,FALSE,FALSE,TRUE,FALSE,0,0.000000319760997839775,0.000000884737190808129,0.000000564976192968354,176.687024616883
"chr3*48717279:48746577","PRKAR2A",39.299,5,0,5,0,1,0,0.000405186385737439,0,5,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000861464557527829,0,-0.000000861464557527829,-100
"chr3*48898994:48917786","ARIH2OS",28.793,1,0,1,0,3,0,0.000547145723144264,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000235159209851604,0,-0.000000235159209851604,-100
"chr3*48985539:48989906","P4HTM",14.368,1,0,1,0,1,0,0.000131319763624425,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000471251331379261,0,-0.000000471251331379261,-100
"chr3*49023494:49024327","IMPDH2",10.834,1,0,1,0,2,0,0.000262639527248851,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000624971306004913,0,-0.000000624971306004913,-100
"chr3*49133167:49152857","LAMB2P1",29.691,1,0,1,0,1,0,0.00101010101010101,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000228046853566981,0,-0.000000228046853566981,-100
"chr3*49154402:49162533","CCDC71",18.132,1,0,1,0,1,0,0.000235349493998588,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000373424836160227,0,-0.000000373424836160227,-100
"chr3*49258105:49268595","C3orf62",20.491,1,0,1,0,1,0,0.000278009452321379,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000330434782551229,0,-0.000000330434782551229,-100
"chr3*49340104:49357169","GPX1",27.066,4,2,4,2,1,1,0.000307408545957578,0.00319488817891374,4,2,1,25,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.00000100065604511302,0.00000138434271893609,0.000000383686673823076,38.3435123084417
"chr3*49416477:49416776","AMT",10.3,1,0,1,0,1,0,0.00016095284081764,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000657372730995847,0,-0.000000657372730995847,-100
"chr3*49429325:49468701","DAG1",49.377,1,1,1,1,1,1,0.000805152979066023,0.00714285714285714,1,1,1,270,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000137127389862835,0.000000379413694946273,0.000000242286305083438,176.687024616883
"chr3*49535619:49549304","BSN-AS2",23.686,1,0,1,0,1,0,0.000509164969450102,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000285862498068784,0,-0.000000285862498068784,-100
"chr3*49813959:49828593","TRAIP",24.635,3,2,4,2,2,1,0.00143884892086331,0.00354609929078014,5,2,1,150,0,0,0.333333333333333,TRUE,FALSE,FALSE,FALSE,0,0.00000109940152291573,0.00000152095068117411,0.000000421549158258387,38.3435123084417
"chr3*49903638:49908867","MON1A",15.23,0,1,0,1,0,1,0,0.00543478260869565,0,1,1,25,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.00000123009258144203,0.00000123009258144203,Inf
"chr3*49930013:49940042","RBM6",20.03,1,0,1,0,1,0,0.000485201358563804,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000338039896617934,0,-0.000000338039896617934,-100
"chr3*50077253:50088906","RBM5",21.654,1,0,1,0,1,0,0.000294464075382803,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000312687684919979,0,-0.000000312687684919979,-100
"chr3*50259355:50266639","SEMA3B-AS1",17.285,1,0,1,0,1,0,0.000235349493998588,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000391723409271462,0,-0.000000391723409271462,-100
"chr3*50312382:50317788","HYAL2",15.407,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.00000121596092784852,0.00000121596092784852,Inf
"chr3*50584991:50606452","CISH",31.462,16,3,37,4,6,1,0.00242600679281902,0.00222222222222222,52,5,1,14,0,0,0.140426221537963,FALSE,FALSE,FALSE,FALSE,0,0.00000796277248053262,0.00000238183332469165,-0.00000558093915584098,-70.0878892306072
"chr3*50649298:50675078","MIR4787",35.781,0,1,0,1,0,1,0,0.0023094688221709,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000523582628080885,0.000000523582628080885,Inf
"chr3*51500003:51538681","RAD54L2",48.679,2,2,2,2,1,1,0.000299311583358276,0.00144300144300144,2,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000278187272920858,0.000000769708088307571,0.000000491520815386713,176.687024616883
"chr3*51718610:51778559","IQCF6",69.95,7,1,8,1,1,1,0.000805152979066023,0.000957854406130268,8,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000774374739586245,0.00000026782430329324,-0.000000506550436293005,-65.4141219228896
"chr3*51779188:51817601","IQCF4",48.414,1,0,1,0,1,0,0.000217580504786771,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000139854982634305,0,-0.000000139854982634305,-100
"chr3*51819636:51826881","IQCF3",17.246,1,0,1,0,1,0,0.00255102040816327,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000392609250217861,0,-0.000000392609250217861,-100
"chr3*51863425:51873594","IQCF5-AS1",20.17,0,1,0,1,0,2,0,0.000126582278481013,0,2,1,14,0,0,1,FALSE,FALSE,TRUE,FALSE,0,0,0.000000928820526294603,0.000000928820526294603,Inf
"chr3*51875768:51894874","IQCF1",29.107,1,0,1,0,1,0,0.000241196333815726,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000232622363323504,0,-0.000000232622363323504,-100
"chr3*51903371:51933424","RRP9",40.054,1,0,1,0,1,0,0.000365764447695684,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000169045267120818,0,-0.000000169045267120818,-100
"chr3*51995943:52048919","DUSP7",62.977,3,0,3,0,1,0,0.000958772770853308,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000322543426771229,0,-0.000000322543426771229,-100
"chr3*52056446:52062092","LINC00696",15.647,0,1,0,1,0,1,0,0.00108108108108108,0,1,1,121,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.0000011973100284631,0.0000011973100284631,Inf
"chr3*52154691:52198081","ALAS1",53.391,1,0,1,0,1,0,0.000217580504786771,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000126817986725426,0,-0.000000126817986725426,-100
"chr3*52250600:52254420","WDR82",13.821,1,0,1,0,1,0,0.000495049504950495,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000489902259551207,0,-0.000000489902259551207,-100
"chr3*52278644:52287818","GLYCTK",19.175,2,1,2,1,1,1,0.000365764447695684,0.00602409638554217,2,1,1,28,0,0,0.333333333333333,TRUE,FALSE,FALSE,FALSE,0,0.000000706225724042475,0.000000977017471466083,0.000000270791747423608,38.3435123084417
"chr3*52540571:52545350","PBRM1",14.78,2,0,2,0,1,0,0.000217580504786771,0,2,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000916229922768231,0,-0.000000916229922768231,-100
"chr3*53046074:53088483","RFT1",52.41,1,1,1,1,1,1,0.000241196333815726,0.0000632911392405063,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000129191740684168,0.000000357456783349783,0.000000228265042665615,176.687024616883
"chr3*53192718:53224705","TKT",41.988,1,0,1,0,1,0,0.00101010101010101,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000161258910385282,0,-0.000000161258910385282,-100
