"loci","gene_name","gene_ort","gene_width","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_peak_abund","TP_peak_abund","TDN_peak_relAbund","TP_peak_relAbund","TDN_sum_abund","TP_sum_abund","long_count","max_time","max_span","abund_gini","ort_fisher_test","On_Onco_List","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min","TDN_freq","TP_freq","freq_diff","pct_chg"
"chr19+18588684:18592337","C19orf60","+",13.654,0,1,0,1,0,1,0,0.00026581605528974,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000167878355558447,0.00000167878355558447,Inf
"chr19+10086118:10093252","C19orf66","+",17.135,1,1,1,1,1,1,0.000282406099971759,0.000354233085370174,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000910823137374198,0.00000133773625141233,0.000000426913114038133,46.8711318938248
"chr19-14081631:14085795","C19orf67","-",14.165,1,0,1,0,2,0,0.0010183299389002,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000110179699674599,0,-0.00000110179699674599,-100
"chr19+48170691:48197620","C19orf68","+",36.93,1,1,1,1,2,1,0.000970402717127608,0.000311720698254364,2,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000422609110720468,0.000000620690784401579,0.000000198081673681111,46.8711318938248
"chr19-5678413:5680896","C19orf70","-",12.484,2,0,2,0,1,0,0.000428265524625268,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000250031311421129,0,-0.00000250031311421129,-100
"chr19+3539156:3544030","C19orf71","+",14.875,1,1,2,1,1,2,0.000278009452321379,0.000531773464504121,2,2,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000209841404489504,0.00000154098222977817,-0.000000557431815116872,-26.5644340530876
"chr19-51388288:51390574","C19orf84","-",12.287,2,1,2,1,1,1,0.000485201358563804,0.0000632911392405063,2,1,1,14,0,0,0.333333333333333,FALSE,FALSE,FALSE,FALSE,0,0.00000254040114900413,0.00000186555796109305,-0.000000674843187911083,-26.5644340530876
"chr2-68042199:68063027","C1D","-",30.829,0,2,0,2,0,3,0,0.0069284064665127,0,4,1,28,0,0.25,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000148704860150834,0.00000148704860150834,Inf
"chr7+7182614:7248649","C1GALT1","+",76.036,4,7,4,8,1,1,0.000847457627118644,0.0285714285714286,4,8,1,28,0,0,0.236363636363636,FALSE,FALSE,FALSE,FALSE,0,0.00000082102974690446,0.00000241171136492717,0.00000159068161802271,193.74226378765
"chr1+22636505:22639682","C1QA","+",13.178,0,1,0,1,0,1,0,0.00218340611353712,0,1,1,270,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000173942257307257,0.00000173942257307257,Inf
"chr17-5432778:5439151","C1QBP","-",16.374,2,2,2,2,1,1,0.000847457627118644,0.00026581605528974,2,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000190630932684828,0.00000279981808573962,0.000000893508758891342,46.8711318938248
"chr1+22643616:22648111","C1QC","+",14.496,0,1,0,1,0,1,0,0.00218340611353712,0,1,1,270,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000158127143128796,0.00000158127143128796,Inf
"chr1-1242445:1246722","C1QTNF12","-",14.278,1,0,1,0,1,0,0.000282406099971759,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000010930770737433,0,-0.0000010930770737433,-100
"chr5-34017857:34043266","C1QTNF3","-",35.41,1,1,1,1,1,3,0.000485201358563804,0.000189873417721519,1,3,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000440749914117676,0.000000647334387685691,0.000000206584473568015,46.8711318938248
"chr5-33986985:34124528","C1QTNF3-AMACR","-",147.544,4,3,4,3,2,3,0.00144404332129964,0.000742390497401633,5,5,1,14,0,0.266666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.00000042311322612663,0.000000466073388303495,0.0000000429601621768649,10.1533489203686
"chr22-37180165:37188290","C1QTNF6","-",18.126,2,0,2,0,3,0,0.00109729334308705,0,4,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000017220516891655,0,-0.0000017220516891655,-100
"chr4+15339935:15446167","C1QTNF7","+",116.233,1,0,1,0,1,0,0.000405186385737439,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000134273007312096,0,-0.000000134273007312096,-100
"chr13+24307165:24322531","C1QTNF9","+",25.367,1,0,1,0,1,0,0.00105820105820106,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000615246361765557,0,-0.000000615246361765557,-100
"chr12-7094549:7109278","C1RL","-",24.73,0,1,0,1,0,1,0,0.000243368216110976,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000926894891546717,0.000000926894891546717,Inf
"chr12+7108307:7121851","C1RL-AS1","+",23.545,0,2,0,2,0,1,0,0.000265886732252061,0,2,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000194708946000852,0.00000194708946000852,Inf
"chr1+244352634:244389086","C1orf100","+",46.453,1,1,1,1,1,1,0.000241196333815726,0.00288184438040346,1,1,1,547.5,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000335973014851719,0.000000493447369770527,0.000000157474354918809,46.8711318938248
"chr1+244461370:244640360","C1orf101","+",188.991,1,1,1,1,1,1,0.000294464075382803,0.0000632911392405063,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000825804110190797,0.000000121286784386295,0.0000000387063733672154,46.8711318938248
"chr1-37681569:37690595","C1orf109","-",19.027,0,1,0,1,0,1,0,0.0031055900621118,0,1,1,180,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000120471491396175,0.00000120471491396175,Inf
"chr1+169794729:169853088","C1orf112","+",68.36,3,5,3,5,1,1,0.000405186385737439,0.00757575757575758,3,5,1,14,0,0,0.196428571428571,FALSE,FALSE,FALSE,FALSE,0,0.000000684916082163848,0.00000167657333732814,0.00000099165725516429,144.785219823041
"chr1+12746185:12761169","C1orf158","+",24.985,1,0,1,0,1,0,0.000241196333815726,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000624652970138359,0,-0.000000624652970138359,-100
"chr1-1081817:1116356","C1orf159","-",44.54,9,8,15,15,3,2,0.0010183299389002,0.0256410256410256,20,18,1,1825,0,0.0972222222222223,0.715987167706469,FALSE,FALSE,FALSE,FALSE,0,0.00000525604662962738,0.00000771961517780096,0.00000246356854817358,46.8711318938248
"chr1-56718803:56819696","C1orf168","-",110.894,2,0,2,0,2,0,0.000435161009573542,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000281475182767452,0,-0.000000281475182767452,-100
"chr1-3889132:3900293","C1orf174","-",21.162,0,1,0,2,0,3,0,0.0175438596491228,0,6,2,912.5,365,0.25,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000216634634419717,0.00000216634634419717,Inf
"chr1+51102233:51148082","C1orf185","+",55.85,2,0,2,0,1,0,0.000485201358563804,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000558888252780909,0,-0.000000558888252780909,-100
"chr1+206052722:206102459","C1orf186","+",59.738,0,1,0,1,0,1,0,0.00126903553299492,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000383710714586198,0.000000383710714586198,Inf
"chr1-154199085:154206365","C1orf189","-",17.281,2,0,2,0,1,0,0.000477326968973747,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000018062559410806,0,-0.0000018062559410806,-100
"chr1+184387015:184629021","C1orf21","+",252.007,1,3,1,3,1,1,0.000509164969450102,0.00334448160535117,1,3,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000619306386683977,0.000000272874690004051,0.000000210944051335653,340.613395681474
"chr1+44674721:44725591","C1orf228","+",60.871,2,1,2,1,2,1,0.000564812199943519,0.00355871886120996,3,1,1,120,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000512787845079164,0.00000037656865614086,-0.000000136219188938304,-26.5644340530876
"chr1+186375757:186421371","C1orf27","+",55.615,3,3,4,4,1,3,0.000428265524625268,0.0038659793814433,4,10,1,28,0,0.15,0.485714285714286,FALSE,FALSE,FALSE,FALSE,0,0.00000112249964641963,0.00000164862793620069,0.00000052612828978106,46.8711318938248
"chr1-154206700:154220797","C1orf43","-",24.098,5,3,5,3,1,1,0.000477326968973747,0.00227790432801822,5,4,2,21,7,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000323822608907521,0.00000285361158618354,-0.000000384614502891673,-11.8773208637051
"chr1+42767244:42775742","C1orf50","+",18.499,1,0,1,0,1,0,0.000365764447695684,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000084366476344164,0,-0.00000084366476344164,-100
"chr1+150272283:150280924","C1orf54","+",18.642,0,1,0,1,0,3,0,0.00795755968169761,0,3,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000122959503636682,0.00000122959503636682,Inf
"chr1-59990393:60073770","C1orf87","-",93.378,1,0,1,0,1,0,0.00101010101010101,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000016713738202689,0,-0.00000016713738202689,-100
"chr6+31897784:31945674","C2","+",57.891,3,3,3,5,1,1,0.00101010101010101,0.000360880548538434,3,6,2,14,1,0,0.464285714285714,FALSE,FALSE,FALSE,FALSE,0,0.000000808776206607602,0.00000197976461522087,0.00000117098840861327,144.785219823041
"chr20+2814986:2815830","C20orf141","+",10.845,1,0,1,0,1,0,0.000241196333815726,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000143909215849764,0,-0.00000143909215849764,-100
"chr20+33662285:33663915","C20orf144","+",11.631,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.0000019707772906844,0.0000019707772906844,Inf
"chr20-3249301:3407662","C20orf194","-",168.362,6,5,6,6,1,1,0.000908265213442325,0.00087260034904014,6,6,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000556192767687728,0.000000816886613414558,0.00000026069384572683,46.8711318938248
"chr20+5750386:5864407","C20orf196","+",124.022,3,2,3,2,2,1,0.00113636363636364,0.00434782608695652,4,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000377520628410449,0.000000369645880052738,-0.00000000787474835771117,-2.08591207078347
"chr20+36605733:36612557","C20orf24","+",16.825,1,0,1,0,2,0,0.00099009900990099,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000927605019845878,0,-0.000000927605019845878,-100
"chr21-46300429:46323899","C21orf58","-",33.471,3,0,3,0,1,0,0.000365764447695684,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000139884865635089,0,-0.00000139884865635089,-100
"chr21-32601673:32612608","C21orf59","-",20.936,0,1,0,1,0,1,0,0.000265886732252061,0,1,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000109486581333351,0.00000109486581333351,Inf
"chr21-32790672:32813743","C21orf62","-",33.072,1,0,1,0,1,0,0.000294464075382803,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000471908395588621,0,-0.000000471908395588621,-100
"chr21+32772099:32797706","C21orf62-AS1","+",35.608,2,0,2,0,1,0,0.000428265524625268,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000876598205959722,0,-0.000000876598205959722,-100
"chr21-17788966:17819386","C21orf91","-",40.421,9,8,14,18,2,4,0.00144404332129964,0.0036101083032491,16,28,1,28,0,0.259398496240601,0.715693766020216,FALSE,FALSE,FALSE,FALSE,0,0.00000540554074428382,0.0000102075156978577,0.00000480197495357386,88.8343124349176
"chr21-17777403:17792509","C21orf91-OT1","-",25.107,7,3,8,3,2,2,0.00144404332129964,0.000486736432221952,9,4,1,14,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.00000497294123835007,0.00000273893065694232,-0.00000223401058140774,-44.9233255398157
"chr22+23763013:23765863","C22orf15","+",12.851,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000178368303384564,0.00000178368303384564,Inf
"chr22-37943049:37953669","C22orf23","-",20.621,0,1,0,1,0,2,0,0.000820008200082001,0,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000111159064390429,0.00000111159064390429,Inf
"chr22-31933520:31945362","C22orf24","-",21.843,1,0,1,0,1,0,0.000365764447695684,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000714505995463393,0,-0.000000714505995463393,-100
"chr22-19846137:19854848","C22orf29","-",18.712,1,1,1,2,1,6,0.000282406099971759,0.000379746835443038,1,8,1,14,0,0.357142857142857,1,FALSE,FALSE,FALSE,FALSE,0,0.000000834061268646157,0.00000244999045189721,0.00000161592918325105,193.74226378765
"chr22-49414524:49657542","C22orf34","-",253.019,3,4,3,4,1,1,0.000485201358563804,0.00222222222222222,3,4,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000185048804147992,0.000000362377697610856,0.000000177328893462865,95.8281758584331
"chr22-19440886:19448232","C22orf39","-",17.347,2,0,2,0,1,0,0.000495049504950495,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000179938369273153,0,-0.00000179938369273153,-100
"chr22+41690542:41698136","C22orf46","+",17.595,1,0,1,0,1,0,0.000495785820525533,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000887010767769644,0,-0.000000887010767769644,-100
"chr21-41885109:41953890","C2CD2","-",78.782,1,2,1,2,1,1,0.000217580504786771,0.000265886732252061,1,2,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000198103049667524,0.000000581912382725757,0.000000383809333058233,193.74226378765
"chr11-74012713:74171019","C2CD3","-",168.307,15,10,25,24,4,2,0.00332225913621262,0.00530503978779841,32,33,2,50,22,0.15994623655914,0.0622184767198706,FALSE,FALSE,FALSE,FALSE,0,0.00000231822717696039,0.00000326861423488511,0.000000950387057924715,40.9962866180718
"chr19-405442:409170","C2CD4C","-",13.729,1,0,1,0,1,0,0.00149700598802395,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000113678741779495,0,-0.00000113678741779495,-100
"chr12-22448545:22544546","C2CD5","-",106.002,7,5,10,8,2,8,0.00166112956810631,0.00273473108477666,11,28,2,21,7,0.352272727272728,0.588235294117647,TRUE,FALSE,FALSE,FALSE,0,0.00000147232641449283,0.00000172993797610991,0.000000257611561617079,17.4969055150598
"chr2-201487420:201619182","C2CD6","-",141.763,0,1,0,1,0,1,0,0.00323624595469256,0,1,1,10,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000016169318276243,0.00000016169318276243,Inf
"chr2+27576521:27582722","C2orf16","+",16.202,0,1,0,1,0,1,0,0.000410004100041,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000141477043994262,0.00000141477043994262,Inf
"chr2+131722490:131767404","C2orf27A","+",54.915,3,0,3,0,2,0,0.00202020202020202,0,4,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000852606088986992,0,-0.000000852606088986992,-100
"chr2+106065656:106078153","C2orf40","+",22.498,0,1,0,1,0,1,0,0.00387596899224806,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.0000010188510386679,0.0000010188510386679,Inf
"chr2+10141381:10211730","C2orf48","+",80.35,1,1,1,1,1,1,0.000282406099971759,0.00218340611353712,1,1,1,270,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000194237143234684,0.000000285278290827011,0.0000000910411475923263,46.8711318938248
"chr2-47086990:47155378","C2orf61","-",78.389,1,0,1,0,1,0,0.000722021660649819,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000199096231089909,0,-0.000000199096231089909,-100
"chr2-85605252:85612056","C2orf68","-",16.805,1,1,1,1,1,1,0.000509164969450102,0.00218340611353712,1,1,1,270,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000928708982975715,0.00000136400539529606,0.000000435296412320346,46.8711318938248
"chr2+199911255:199928273","C2orf69","+",27.019,1,1,1,1,1,1,0.000299311583358276,0.00395256916996047,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000577628870754169,0.000000848370060622166,0.000000270741189867997,46.8711318938248
"chr2+54330933:54361577","C2orf73","+",40.645,0,1,0,1,0,1,0,0.00276243093922652,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000056395892896913,0.00000056395892896913,Inf
"chr2-119302216:119366828","C2orf76","-",74.613,1,1,1,1,1,1,0.00105820105820106,0.00026581605528974,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000020917205391697,0.000000307213363193415,0.0000000980413092764454,46.8711318938248
"chr2-208165346:208190049","C2orf80","-",34.704,0,1,0,1,0,1,0,0.000768639508070715,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000660503419431486,0.000000660503419431486,Inf
"chr2-227610089:227633320","C2orf83","-",33.232,1,0,1,0,1,0,0.000495049504950495,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000046963632820495,0,-0.00000046963632820495,-100
"chr3-126526998:126558965","C3orf22","-",41.968,1,1,1,1,1,1,0.000241196333815726,0.00598802395209581,1,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000371877489013222,0.000000546180677372053,0.000000174303188358831,46.8711318938248
"chr3-155762611:155806287","C3orf33","-",53.677,1,0,1,0,1,0,0.000294464075382803,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000290756831769788,0,-0.000000290756831769788,-100
"chr3+88149742:88157965","C3orf38","+",18.224,4,2,4,2,2,1,0.00169779286926995,0.00045004500450045,5,2,1,28,0,0,0.4,FALSE,FALSE,FALSE,FALSE,0,0.00000342558262925963,0.00000251559599077593,-0.0000009099866384837,-26.5644340530876
"chr3+63819364:63848636","C3orf49","+",39.273,2,2,2,3,1,1,0.000405186385737439,0.000716332378223496,2,3,1,14,0,0,0.4,FALSE,FALSE,FALSE,FALSE,0,0.000000794793087307152,0.00000175098240531283,0.000000956189318005682,120.306697840737
"chr3+112086334:112118226","C3orf52","+",41.893,1,0,1,0,1,0,0.000294464075382803,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000372543252068529,0,-0.000000372543252068529,-100
"chr3+143971797:143992368","C3orf58","+",30.572,1,2,1,2,1,1,0.000282406099971759,0.00229885057471264,1,3,2,60,46,0,0.333333333333333,FALSE,FALSE,FALSE,FALSE,0,0.000000510498314107906,0.00000149954930445835,0.000000989050990350442,193.74226378765
"chr3-49268596:49277075","C3orf62","-",18.48,2,0,2,0,2,0,0.000598623166716552,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000168906433537953,0,-0.00000168906433537953,-100
"chr3-58742009:59049989","C3orf67","-",317.981,2,2,2,2,1,1,0.000495785820525533,0.000360880548538434,2,2,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000981628113560677,0.000000144172832137457,0.0000000460100207813889,46.8711318938248
"chr3+58824470:59019093","C3orf67-AS1","+",204.624,1,2,1,2,1,1,0.000217580504786771,0.000360880548538434,1,2,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000762713780343796,0.000000224041272460223,0.000000147769894425843,193.74226378765
"chr3-185078049:185153014","C3orf70","-",84.966,2,1,2,1,1,1,0.000495049504950495,0.000126887450831113,2,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000036736940561888,0.000000269779802132033,-0.0000000975896034868474,-26.5644340530876
"chr3+153484494:153502697","C3orf79","+",28.204,0,2,0,3,0,1,0,0.00355871886120996,0,3,1,120,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000243817657083573,0.00000243817657083573,Inf
"chr6+31982056:32002680","C4A","+",30.625,0,1,0,1,0,1,0,0.000265886732252061,0,1,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000748477083035112,0.000000748477083035112,Inf
"chr6+31982056:32035418","C4B","+",63.363,0,1,0,1,0,1,0,0.000265886732252061,0,1,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000361758607830284,0.000000361758607830284,Inf
"chr6+31982056:32035418","C4B_2","+",63.363,0,1,0,1,0,1,0,0.000265886732252061,0,1,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000361758607830284,0.000000361758607830284,Inf
"chr4+99511003:99542303","C4orf17","+",41.301,2,0,2,0,1,0,0.000509164969450102,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000755766420130597,0,-0.000000755766420130597,-100
"chr4+37453929:37593510","C4orf19","+",149.582,1,2,1,2,1,1,0.000722021660649819,0.0192307692307692,1,2,1,270,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000104337115822137,0.000000306482205986687,0.00000020214509016455,193.74226378765
"chr4+80335719:80963756","C4orf22","+",638.038,4,2,4,3,2,1,0.000598623166716552,0.00387596899224806,5,3,1,28,0,0,0.428571428571429,FALSE,FALSE,FALSE,FALSE,0,0.0000000978434165921584,0.00000010777780007437,0.00000000993438348221166,10.1533489203686
"chr4+112145396:112189081","C4orf32","+",53.686,0,2,0,3,0,3,0,0.00214899713467049,0,6,1,14,0,0.222222222222222,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000128089878187704,0.00000128089878187704,Inf
"chr4+129093673:129112688","C4orf33","+",29.016,0,1,0,1,0,1,0,0.00087260034904014,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000789981757235674,0.000000789981757235674,Inf
"chr4-86876204:86892422","C4orf36","-",26.219,1,0,1,0,1,0,0.000722021660649819,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000595253612224222,0,-0.000000595253612224222,-100
"chr4-158893531:159035181","C4orf45","-",151.651,2,1,4,1,2,1,0.000598623166716552,0.000354233085370174,5,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000411654508283015,0.000000151150408951806,-0.000000260504099331209,-63.2822170265438
"chr4+185429333:185449828","C4orf47","+",30.496,0,1,0,1,0,1,0,0.00176991150442478,0,1,1,90,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000751643188219776,0.000000751643188219776,Inf
"chr4+145680203:145732796","C4orf51","+",62.594,1,0,1,0,1,0,0.000217580504786771,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000249336269593042,0,-0.000000249336269593042,-100
"chr9-120952335:121075174","C5","-",132.84,3,0,4,0,1,0,0.000805152979066023,0,4,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000469947439292589,0,-0.000000469947439292589,-100
"chr19+47332146:47342015","C5AR2","+",19.87,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000115360395913187,0.00000115360395913187,Inf
"chr5-133955506:133968715","C5orf15","-",23.21,1,1,1,1,1,3,0.000365764447695684,0.00254452926208651,1,3,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000672423716454411,0.000000987596323479117,0.000000315172607024706,46.8711318938248
"chr5+23951347:24178265","C5orf17","+",236.919,1,2,1,2,1,1,0.000509164969450102,0.0031055900621118,1,2,1,180,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000658746426369641,0.000000193501666543842,0.000000127627023906878,193.74226378765
"chr5+31532265:31555058","C5orf22","+",32.794,0,1,0,2,0,1,0,0.000126887450831113,0,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000139794539659391,0.00000139794539659391,Inf
"chr5+134845679:134859735","C5orf24","+",24.057,0,1,0,1,0,1,0,0.000311720698254364,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000952824985158179,0.000000952824985158179,Inf
"chr5+103258701:103278660","C5orf30","+",29.96,1,0,1,0,1,0,0.00169779286926995,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000520926383808641,0,-0.000000520926383808641,-100
"chr5-43486700:43515171","C5orf34","-",38.472,4,1,4,1,2,1,0.00169779286926995,0.000768639508070715,5,1,1,28,0,0,0.4,FALSE,FALSE,FALSE,FALSE,0,0.00000162268189425108,0.00000059581281628068,-0.0000010268690779704,-63.2822170265438
"chr5-37106227:37249428","C5orf42","-",153.202,3,2,3,2,1,2,0.0019723865877712,0.00208986415882968,3,4,2,50,22,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.000000305615222886912,0.000000299240358062562,-0.00000000637486482434992,-2.08591207078348
"chr5+41904343:41921636","C5orf51","+",27.294,2,0,2,0,2,0,0.000970402717127608,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000011436179716353,0,-0.0000011436179716353,-100
"chr5+132410772:132476044","C5orf56","+",75.273,2,3,2,5,2,3,0.000556018904642758,0.0087719298245614,3,8,1,912.5,0,0.25,0.142857142857143,FALSE,FALSE,FALSE,FALSE,0,0.000000414676031482919,0.00000152259845282839,0.00000110792242134547,267.177829734562
"chr5+170232916:170252568","C5orf58","+",29.653,3,0,3,0,1,0,0.000428265524625268,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000157895873526188,0,-0.00000157895873526188,-100
"chr5+61637780:61730997","C5orf64","+",103.218,1,0,1,0,1,0,0.000485201358563804,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000151203806108497,0,-0.000000151203806108497,-100
"chr5+135033279:135344680","C5orf66","+",321.402,1,0,1,0,1,0,0.000477326968973747,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000485589836370243,0,-0.0000000485589836370243,-100
"chr6-34246379:34249108","C6orf1","-",12.73,2,0,2,0,2,0,0.000991571641051066,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000245199598725953,0,-0.00000245199598725953,-100
"chr6-32292697:32371912","C6orf10","-",89.216,1,3,1,6,1,1,0.000217580504786771,0.000457875457875458,1,6,1,50,0,0,0.428571428571429,FALSE,FALSE,FALSE,FALSE,0,0.000000174934478780789,0.00000154156949434745,0.00000136663501556666,781.226791362949
"chr6-34587279:34696850","C6orf106","-",119.572,9,7,17,17,2,3,0.000958772770853308,0.00995024875621891,18,28,3,360,46,0.199095022624434,1,FALSE,FALSE,FALSE,FALSE,0,0.00000221889928914309,0.00000325892250154848,0.0000010400232124054,46.8711318938248
"chr6+169702111:169706357","C6orf120","+",14.247,2,3,2,3,1,1,0.000282406099971759,0.0036231884057971,2,4,1,60,0,0,0.4,FALSE,FALSE,FALSE,FALSE,0,0.0000021909109930381,0.00000482672366139194,0.00000263581266835384,120.306697840737
